Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE,District 28 Estimate,District 28 MOE,District 29 Estimate,District 29 MOE,District 30 Estimate,District 30 MOE,District 31 Estimate,District 31 MOE,District 32 Estimate,District 32 MOE,District 33 Estimate,District 33 MOE,District 34 Estimate,District 34 MOE,District 35 Estimate,District 35 MOE,District 36 Estimate,District 36 MOE
People,Race,Some other race,16021,(+/- 4325 ),90178,(+/- 10825 ),18519,(+/- 4028 ),26941,(+/- 4051 ),28865,(+/- 6402 ),35313,(+/- 6858 ),49087,(+/- 10926 ),18252,(+/- 3575 ),90716,(+/- 12225 ),56861,(+/- 8824 ),29516,(+/- 5376 ),37352,(+/- 7954 ),22474,(+/- 3422 ),16637,(+/- 3843 ),117659,(+/- 13083 ),69933,(+/- 7882 ),25788,(+/- 4393 ),67395,(+/- 10525 ),38180,(+/- 5173 ),46291,(+/- 7881 ),23749,(+/- 5563 ),35216,(+/- 7419 ),82907,(+/- 10445 ),56873,(+/- 10670 ),12295,(+/- 3065 ),34649,(+/- 6440 ),45716,(+/- 5888 ),37123,(+/- 8004 ),61179,(+/- 8531 ),27995,(+/- 6293 ),20695,(+/- 4366 ),36323,(+/- 6168 ),94201,(+/- 11251 ),31320,(+/- 5115 ),98479,(+/- 11424 ),21389,(+/- 4503 )
People,Race,Two or more races,11047,(+/- 2116 ),15892,(+/- 2319 ),29244,(+/- 4305 ),17609,(+/- 2930 ),16998,(+/- 3678 ),27833,(+/- 4088 ),24567,(+/- 4775 ),19097,(+/- 4571 ),11435,(+/- 2691 ),21770,(+/- 4375 ),14851,(+/- 2290 ),24294,(+/- 4405 ),22489,(+/- 3342 ),12507,(+/- 2961 ),12283,(+/- 3645 ),19965,(+/- 5164 ),24400,(+/- 5825 ),20196,(+/- 4373 ),18736,(+/- 3026 ),18397,(+/- 2975 ),21902,(+/- 2803 ),22310,(+/- 5412 ),16910,(+/- 3302 ),29915,(+/- 4135 ),28519,(+/- 3426 ),32661,(+/- 4454 ),14614,(+/- 3044 ),12993,(+/- 3499 ),10434,(+/- 2246 ),15880,(+/- 3690 ),40291,(+/- 5155 ),25711,(+/- 4468 ),17728,(+/- 3796 ),6648,(+/- 2155 ),20720,(+/- 2790 ),13868,(+/- 3207 )
People,Hispanic or Latino and Race,Total population,717735,(+/- 3914 ),779662,(+/- 27763 ),842800,(+/- 5868 ),735554,(+/- 6569 ),764456,(+/- 11537 ),770255,(+/- 13806 ),770606,(+/- 28103 ),813519,(+/- 10510 ),793923,(+/- 24052 ),823296,(+/- 24329 ),759136,(+/- 5753 ),770350,(+/- 16870 ),707421,(+/- 5033 ),753147,(+/- 9960 ),776887,(+/- 14120 ),735784,(+/- 7298 ),761922,(+/- 11615 ),787352,(+/- 21789 ),734532,(+/- 6047 ),791141,(+/- 22187 ),804470,(+/- 17282 ),881407,(+/- 20047 ),772944,(+/- 18777 ),790319,(+/- 14242 ),762897,(+/- 15976 ),845376,(+/- 10550 ),736778,(+/- 6082 ),736150,(+/- 15678 ),765403,(+/- 23377 ),749289,(+/- 17031 ),830908,(+/- 5176 ),753715,(+/- 12321 ),764730,(+/- 25130 ),723156,(+/- 10670 ),822601,(+/- 23973 ),732975,(+/- 13220 )
People,Hispanic or Latino and Race,Hispanic or Latino (of any race),124694,(+/- 1517 ),243856,(+/- 17640 ),123276,(+/- 4873 ),97688,(+/- 2948 ),220316,(+/- 9500 ),171225,(+/- 9600 ),245919,(+/- 18992 ),175587,(+/- 5521 ),308040,(+/- 16352 ),213827,(+/- 14757 ),289127,(+/- 4273 ),169674,(+/- 10189 ),190753,(+/- 3449 ),186863,(+/- 6001 ),636011,(+/- 13513 ),590829,(+/- 6987 ),192427,(+/- 7635 ),328931,(+/- 17729 ),274387,(+/- 5111 ),550965,(+/- 18489 ),243211,(+/- 13898 ),222025,(+/- 14288 ),528218,(+/- 15969 ),196204,(+/- 12451 ),148005,(+/- 7978 ),155535,(+/- 6104 ),388193,(+/- 5351 ),578212,(+/- 14150 ),590013,(+/- 23117 ),284901,(+/- 17827 ),198875,(+/- 3791 ),199453,(+/- 13630 ),511624,(+/- 20545 ),606574,(+/- 10604 ),503232,(+/- 18185 ),194609,(+/- 12863 )
People,Hispanic or Latino and Race,Mexican,114527,(+/- 3429 ),174914,(+/- 14738 ),96997,(+/- 5728 ),83687,(+/- 4138 ),197232,(+/- 9977 ),142590,(+/- 9824 ),148166,(+/- 16970 ),132660,(+/- 9008 ),193900,(+/- 15557 ),165360,(+/- 14294 ),262141,(+/- 5938 ),144753,(+/- 10259 ),171395,(+/- 4535 ),160745,(+/- 6964 ),614281,(+/- 13930 ),556075,(+/- 7873 ),171238,(+/- 8818 ),239851,(+/- 15004 ),251498,(+/- 6153 ),502311,(+/- 18223 ),210539,(+/- 13454 ),171031,(+/- 14267 ),494483,(+/- 15669 ),142831,(+/- 11208 ),118095,(+/- 6862 ),121742,(+/- 5894 ),356927,(+/- 7100 ),546061,(+/- 14193 ),521586,(+/- 21694 ),254602,(+/- 17736 ),154864,(+/- 6387 ),158300,(+/- 13025 ),450477,(+/- 19893 ),581808,(+/- 10541 ),449506,(+/- 19013 ),170031,(+/- 12511 )
People,Hispanic or Latino and Race,Puerto Rican,1346,(+/- 753 ),8300,(+/- 3484 ),4229,(+/- 1448 ),3521,(+/- 1795 ),2398,(+/- 1421 ),7261,(+/- 3215 ),5444,(+/- 3092 ),6018,(+/- 2280 ),1953,(+/- 1026 ),6086,(+/- 2746 ),4005,(+/- 2075 ),6821,(+/- 2612 ),2652,(+/- 1083 ),6910,(+/- 2853 ),3253,(+/- 1723 ),8759,(+/- 2902 ),3100,(+/- 1631 ),5713,(+/- 2225 ),1382,(+/- 553 ),10515,(+/- 3199 ),6550,(+/- 1647 ),5378,(+/- 2169 ),4464,(+/- 1584 ),6491,(+/- 1816 ),9488,(+/- 2733 ),7853,(+/- 3481 ),2946,(+/- 1434 ),5167,(+/- 1883 ),2197,(+/- 1227 ),6433,(+/- 2953 ),17036,(+/- 3094 ),5315,(+/- 2301 ),4354,(+/- 1895 ),1485,(+/- 745 ),8080,(+/- 2323 ),3557,(+/- 1797 )
People,Hispanic or Latino and Race,Cuban,683,(+/- 542 ),3750,(+/- 1760 ),2873,(+/- 2143 ),827,(+/- 829 ),2736,(+/- 1938 ),2014,(+/- 1430 ),6963,(+/- 2005 ),1827,(+/- 1494 ),8778,(+/- 2971 ),8264,(+/- 5130 ),4411,(+/- 3845 ),1571,(+/- 1452 ),594,(+/- 439 ),1819,(+/- 1037 ),2202,(+/- 1386 ),761,(+/- 579 ),1344,(+/- 836 ),5326,(+/- 2091 ),500,(+/- 315 ),2158,(+/- 1074 ),2525,(+/- 1341 ),4353,(+/- 2777 ),1646,(+/- 1424 ),2387,(+/- 1078 ),1497,(+/- 876 ),1179,(+/- 670 ),2181,(+/- 1677 ),1563,(+/- 1465 ),4627,(+/- 1876 ),1151,(+/- 739 ),2192,(+/- 1360 ),904,(+/- 530 ),1624,(+/- 1427 ),720,(+/- 735 ),1308,(+/- 699 ),1118,(+/- 768 )
People,Hispanic or Latino and Race,Other Hispanic or Latino,8138,(+/- 2641 ),56892,(+/- 8682 ),19177,(+/- 3640 ),9653,(+/- 2706 ),17950,(+/- 4301 ),19360,(+/- 5203 ),85346,(+/- 10537 ),35082,(+/- 7104 ),103409,(+/- 11264 ),34117,(+/- 7361 ),18570,(+/- 3238 ),16529,(+/- 4004 ),16112,(+/- 3157 ),17389,(+/- 3657 ),16275,(+/- 3631 ),25234,(+/- 4585 ),16745,(+/- 3504 ),78041,(+/- 10707 ),21007,(+/- 4620 ),35981,(+/- 4915 ),23597,(+/- 4114 ),41263,(+/- 7363 ),27625,(+/- 4960 ),44495,(+/- 6951 ),18925,(+/- 3839 ),24761,(+/- 3890 ),26139,(+/- 4366 ),25421,(+/- 4043 ),61603,(+/- 8066 ),22715,(+/- 5236 ),24783,(+/- 4947 ),34934,(+/- 5822 ),55169,(+/- 7632 ),22561,(+/- 3826 ),44338,(+/- 6125 ),19903,(+/- 5373 )
People,Hispanic or Latino and Race,Not Hispanic or Latino,593041,(+/- 3872 ),535806,(+/- 19438 ),719524,(+/- 7123 ),637866,(+/- 5907 ),544140,(+/- 9737 ),599030,(+/- 13567 ),524687,(+/- 17107 ),637932,(+/- 8651 ),485883,(+/- 19500 ),609469,(+/- 18421 ),470009,(+/- 5149 ),600676,(+/- 13464 ),516668,(+/- 4171 ),566284,(+/- 8837 ),140876,(+/- 4819 ),144955,(+/- 1465 ),569495,(+/- 10227 ),458421,(+/- 14209 ),460145,(+/- 4623 ),240176,(+/- 11283 ),561259,(+/- 11469 ),659382,(+/- 17545 ),244726,(+/- 9525 ),594115,(+/- 13409 ),614892,(+/- 14024 ),689841,(+/- 10587 ),348585,(+/- 3542 ),157938,(+/- 8569 ),175390,(+/- 10828 ),464388,(+/- 11515 ),632033,(+/- 4458 ),554262,(+/- 14215 ),253106,(+/- 11806 ),116582,(+/- 3185 ),319369,(+/- 14656 ),538366,(+/- 11032 )
People,Place of Birth,Total population,717735,(+/- 3914 ),779662,(+/- 27763 ),842800,(+/- 5868 ),735554,(+/- 6569 ),764456,(+/- 11537 ),770255,(+/- 13806 ),770606,(+/- 28103 ),813519,(+/- 10510 ),793923,(+/- 24052 ),823296,(+/- 24329 ),759136,(+/- 5753 ),770350,(+/- 16870 ),707421,(+/- 5033 ),753147,(+/- 9960 ),776887,(+/- 14120 ),735784,(+/- 7298 ),761922,(+/- 11615 ),787352,(+/- 21789 ),734532,(+/- 6047 ),791141,(+/- 22187 ),804470,(+/- 17282 ),881407,(+/- 20047 ),772944,(+/- 18777 ),790319,(+/- 14242 ),762897,(+/- 15976 ),845376,(+/- 10550 ),736778,(+/- 6082 ),736150,(+/- 15678 ),765403,(+/- 23377 ),749289,(+/- 17031 ),830908,(+/- 5176 ),753715,(+/- 12321 ),764730,(+/- 25130 ),723156,(+/- 10670 ),822601,(+/- 23973 ),732975,(+/- 13220 )
People,Place of Birth,Native,660223,(+/- 5712 ),628394,(+/- 23628 ),665933,(+/- 8877 ),691549,(+/- 6959 ),646852,(+/- 9345 ),666434,(+/- 13458 ),544142,(+/- 21069 ),711761,(+/- 13520 ),517308,(+/- 20146 ),691043,(+/- 21686 ),693494,(+/- 7219 ),684948,(+/- 14846 ),634938,(+/- 7229 ),674485,(+/- 10188 ),601786,(+/- 12975 ),562656,(+/- 9519 ),672067,(+/- 10703 ),616043,(+/- 17892 ),678769,(+/- 7567 ),669636,(+/- 19674 ),722770,(+/- 15210 ),658127,(+/- 18185 ),642102,(+/- 16370 ),603565,(+/- 12397 ),705161,(+/- 16268 ),741738,(+/- 12180 ),669152,(+/- 6873 ),578361,(+/- 15689 ),503126,(+/- 17916 ),623380,(+/- 14868 ),748002,(+/- 7319 ),585848,(+/- 11504 ),515089,(+/- 18953 ),586823,(+/- 12570 ),685656,(+/- 21784 ),651315,(+/- 12190 )
People,Place of Birth,Born in United States,657366,(+/- 5475 ),612257,(+/- 22942 ),655038,(+/- 8760 ),683615,(+/- 7331 ),639498,(+/- 9660 ),655645,(+/- 13388 ),530598,(+/- 20934 ),699467,(+/- 13132 ),508572,(+/- 20062 ),677872,(+/- 21096 ),685938,(+/- 7467 ),674326,(+/- 14991 ),629043,(+/- 7293 ),665249,(+/- 10449 ),591772,(+/- 13307 ),546653,(+/- 9353 ),662098,(+/- 10487 ),605364,(+/- 17603 ),672378,(+/- 7384 ),652257,(+/- 19597 ),708467,(+/- 15112 ),641923,(+/- 18231 ),629308,(+/- 16230 ),588482,(+/- 12508 ),688935,(+/- 15725 ),729044,(+/- 11951 ),659256,(+/- 7340 ),564504,(+/- 15180 ),495937,(+/- 17725 ),614603,(+/- 14844 ),720542,(+/- 7815 ),573882,(+/- 11215 ),506631,(+/- 18654 ),575241,(+/- 12600 ),669965,(+/- 20755 ),643815,(+/- 12299 )
People,Place of Birth,State of residence,525617,(+/- 8847 ),408585,(+/- 20501 ),362538,(+/- 11798 ),498441,(+/- 9524 ),496591,(+/- 11651 ),452090,(+/- 12834 ),337063,(+/- 17068 ),462842,(+/- 14803 ),390183,(+/- 18678 ),463623,(+/- 19232 ),533598,(+/- 11102 ),466548,(+/- 14332 ),459110,(+/- 8710 ),505156,(+/- 11584 ),498357,(+/- 12786 ),420097,(+/- 10273 ),509423,(+/- 11651 ),462485,(+/- 18134 ),532306,(+/- 9219 ),528345,(+/- 18963 ),456770,(+/- 13810 ),444502,(+/- 17333 ),488969,(+/- 15305 ),362380,(+/- 11111 ),442249,(+/- 14312 ),430921,(+/- 12472 ),547399,(+/- 10308 ),468423,(+/- 15290 ),430774,(+/- 16221 ),485382,(+/- 13993 ),428379,(+/- 9452 ),374060,(+/- 13081 ),419310,(+/- 16962 ),508774,(+/- 12032 ),528485,(+/- 18859 ),491796,(+/- 12784 )
People,Place of Birth,Different state,131749,(+/- 6868 ),203672,(+/- 10166 ),292500,(+/- 10140 ),185174,(+/- 7026 ),142907,(+/- 8405 ),203555,(+/- 8911 ),193535,(+/- 11341 ),236625,(+/- 10972 ),118389,(+/- 7961 ),214249,(+/- 10135 ),152340,(+/- 8655 ),207778,(+/- 9308 ),169933,(+/- 6238 ),160093,(+/- 7432 ),93415,(+/- 5959 ),126556,(+/- 6227 ),152675,(+/- 9354 ),142879,(+/- 10022 ),140072,(+/- 7354 ),123912,(+/- 7416 ),251697,(+/- 10057 ),197421,(+/- 12510 ),140339,(+/- 8754 ),226102,(+/- 9112 ),246686,(+/- 7961 ),298123,(+/- 9717 ),111857,(+/- 7204 ),96081,(+/- 6927 ),65163,(+/- 6021 ),129221,(+/- 7162 ),292163,(+/- 8846 ),199822,(+/- 8546 ),87321,(+/- 6581 ),66467,(+/- 5914 ),141480,(+/- 7733 ),152019,(+/- 7263 )
People,Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",2857,(+/- 990 ),16137,(+/- 3635 ),10895,(+/- 1793 ),7934,(+/- 2036 ),7354,(+/- 1972 ),10789,(+/- 2427 ),13544,(+/- 2503 ),12294,(+/- 3888 ),8736,(+/- 2304 ),13171,(+/- 2936 ),7556,(+/- 1970 ),10622,(+/- 1937 ),5895,(+/- 1235 ),9236,(+/- 2518 ),10014,(+/- 2094 ),16003,(+/- 2794 ),9969,(+/- 1987 ),10679,(+/- 2576 ),6391,(+/- 1407 ),17379,(+/- 3852 ),14303,(+/- 2775 ),16204,(+/- 3333 ),12794,(+/- 2185 ),15083,(+/- 2785 ),16226,(+/- 2763 ),12694,(+/- 3164 ),9896,(+/- 2265 ),13857,(+/- 2377 ),7189,(+/- 1841 ),8777,(+/- 2500 ),27460,(+/- 3644 ),11966,(+/- 2260 ),8458,(+/- 2055 ),11582,(+/- 2353 ),15691,(+/- 2666 ),7500,(+/- 2003 )
People,Place of Birth,Foreign born,57512,(+/- 3551 ),151268,(+/- 11181 ),176867,(+/- 7856 ),44005,(+/- 3269 ),117604,(+/- 8149 ),103821,(+/- 8674 ),226464,(+/- 13520 ),101758,(+/- 8671 ),276615,(+/- 13735 ),132253,(+/- 10244 ),65642,(+/- 5514 ),85402,(+/- 7538 ),72483,(+/- 4981 ),78662,(+/- 4464 ),175101,(+/- 10041 ),173128,(+/- 7726 ),89855,(+/- 7601 ),171309,(+/- 9943 ),55763,(+/- 4085 ),121505,(+/- 8633 ),81700,(+/- 7556 ),223280,(+/- 10610 ),130842,(+/- 8849 ),186754,(+/- 9816 ),57736,(+/- 5306 ),103638,(+/- 7042 ),67626,(+/- 5701 ),157789,(+/- 7445 ),262277,(+/- 12060 ),125909,(+/- 9522 ),82906,(+/- 5239 ),167867,(+/- 10331 ),249641,(+/- 12677 ),136333,(+/- 7887 ),136945,(+/- 9684 ),81660,(+/- 6756 )
People,Ancestry,Total population,717735,(+/- 3914 ),779662,(+/- 27763 ),842800,(+/- 5868 ),735554,(+/- 6569 ),764456,(+/- 11537 ),770255,(+/- 13806 ),770606,(+/- 28103 ),813519,(+/- 10510 ),793923,(+/- 24052 ),823296,(+/- 24329 ),759136,(+/- 5753 ),770350,(+/- 16870 ),707421,(+/- 5033 ),753147,(+/- 9960 ),776887,(+/- 14120 ),735784,(+/- 7298 ),761922,(+/- 11615 ),787352,(+/- 21789 ),734532,(+/- 6047 ),791141,(+/- 22187 ),804470,(+/- 17282 ),881407,(+/- 20047 ),772944,(+/- 18777 ),790319,(+/- 14242 ),762897,(+/- 15976 ),845376,(+/- 10550 ),736778,(+/- 6082 ),736150,(+/- 15678 ),765403,(+/- 23377 ),749289,(+/- 17031 ),830908,(+/- 5176 ),753715,(+/- 12321 ),764730,(+/- 25130 ),723156,(+/- 10670 ),822601,(+/- 23973 ),732975,(+/- 13220 )
People,Ancestry,American,108211,(+/- 9006 ),42604,(+/- 6113 ),68165,(+/- 7112 ),148806,(+/- 8652 ),58264,(+/- 6151 ),48766,(+/- 5280 ),41279,(+/- 5972 ),58937,(+/- 7343 ),26561,(+/- 4759 ),28547,(+/- 3752 ),66532,(+/- 6812 ),55503,(+/- 6406 ),43935,(+/- 4406 ),28328,(+/- 5182 ),21525,(+/- 4088 ),16624,(+/- 3262 ),27794,(+/- 3579 ),49802,(+/- 7608 ),41694,(+/- 3693 ),19015,(+/- 3698 ),33948,(+/- 4531 ),32136,(+/- 4924 ),20024,(+/- 3133 ),39121,(+/- 4730 ),108134,(+/- 7776 ),43323,(+/- 4725 ),22890,(+/- 3714 ),15094,(+/- 2961 ),19107,(+/- 3788 ),20896,(+/- 4040 ),58531,(+/- 6369 ),40482,(+/- 4579 ),23359,(+/- 3595 ),16973,(+/- 3804 ),20647,(+/- 3651 ),44501,(+/- 5486 )
People,Ancestry,Arab,378,(+/- 285 ),4617,(+/- 1752 ),12869,(+/- 4350 ),308,(+/- 380 ),2429,(+/- 1063 ),3611,(+/- 1601 ),11992,(+/- 3049 ),2692,(+/- 1624 ),6678,(+/- 3087 ),6687,(+/- 2420 ),949,(+/- 651 ),4208,(+/- 2181 ),2433,(+/- 1190 ),1723,(+/- 1163 ),39,(+/- 62 ),1938,(+/- 1089 ),3181,(+/- 1392 ),1480,(+/- 799 ),1282,(+/- 872 ),8320,(+/- 3743 ),2701,(+/- 1110 ),10863,(+/- 4697 ),1991,(+/- 1213 ),6415,(+/- 2710 ),1975,(+/- 803 ),5156,(+/- 1999 ),2424,(+/- 1716 ),1189,(+/- 780 ),1033,(+/- 800 ),2778,(+/- 1698 ),3437,(+/- 1418 ),7844,(+/- 2264 ),1228,(+/- 631 ),430,(+/- 432 ),2143,(+/- 1217 ),1927,(+/- 988 )
People,Ancestry,Czech,3149,(+/- 1112 ),5245,(+/- 1486 ),4556,(+/- 1313 ),2522,(+/- 1067 ),3733,(+/- 1464 ),6401,(+/- 1637 ),5582,(+/- 1465 ),4589,(+/- 1418 ),1356,(+/- 592 ),21378,(+/- 3233 ),3188,(+/- 1201 ),6042,(+/- 2340 ),2945,(+/- 1306 ),5662,(+/- 1609 ),1874,(+/- 1429 ),928,(+/- 606 ),17920,(+/- 2758 ),1959,(+/- 649 ),1307,(+/- 591 ),2196,(+/- 941 ),8713,(+/- 2072 ),11207,(+/- 2798 ),2550,(+/- 990 ),4401,(+/- 1509 ),5287,(+/- 1204 ),4429,(+/- 1711 ),25561,(+/- 3734 ),2232,(+/- 941 ),1096,(+/- 632 ),1924,(+/- 858 ),12705,(+/- 2736 ),4034,(+/- 1295 ),462,(+/- 231 ),3009,(+/- 947 ),2452,(+/- 787 ),5061,(+/- 1574 )
People,Ancestry,Danish,1294,(+/- 1266 ),1407,(+/- 716 ),3153,(+/- 1697 ),1636,(+/- 989 ),1050,(+/- 654 ),3030,(+/- 1918 ),1672,(+/- 760 ),1934,(+/- 893 ),326,(+/- 281 ),1988,(+/- 821 ),2231,(+/- 1566 ),1890,(+/- 915 ),1083,(+/- 547 ),1398,(+/- 1042 ),516,(+/- 644 ),969,(+/- 423 ),1554,(+/- 687 ),859,(+/- 376 ),1904,(+/- 1573 ),1147,(+/- 685 ),3443,(+/- 1993 ),1433,(+/- 778 ),712,(+/- 584 ),1476,(+/- 636 ),1734,(+/- 1143 ),5086,(+/- 2033 ),1681,(+/- 614 ),909,(+/- 615 ),143,(+/- 201 ),739,(+/- 530 ),2291,(+/- 1038 ),1210,(+/- 532 ),345,(+/- 229 ),376,(+/- 300 ),939,(+/- 536 ),1176,(+/- 785 )
People,Ancestry,Dutch,8334,(+/- 2160 ),5652,(+/- 1914 ),8113,(+/- 2091 ),10626,(+/- 2529 ),5426,(+/- 1151 ),7325,(+/- 1792 ),5575,(+/- 1502 ),9205,(+/- 2568 ),1348,(+/- 886 ),8209,(+/- 2319 ),8331,(+/- 2192 ),6733,(+/- 1533 ),10260,(+/- 2629 ),6576,(+/- 2114 ),1730,(+/- 1507 ),1114,(+/- 547 ),4907,(+/- 1279 ),2311,(+/- 1158 ),4962,(+/- 1406 ),3007,(+/- 1719 ),6512,(+/- 1372 ),4659,(+/- 1745 ),3952,(+/- 1512 ),6575,(+/- 1458 ),6560,(+/- 1224 ),8796,(+/- 1916 ),4632,(+/- 1414 ),1692,(+/- 746 ),1035,(+/- 645 ),2297,(+/- 930 ),8176,(+/- 2660 ),5497,(+/- 1805 ),1190,(+/- 485 ),1550,(+/- 638 ),3173,(+/- 1279 ),6601,(+/- 1981 )
People,Ancestry,English,54914,(+/- 5148 ),61069,(+/- 7158 ),71764,(+/- 6741 ),52746,(+/- 5563 ),56767,(+/- 5675 ),55558,(+/- 5407 ),49378,(+/- 5401 ),90025,(+/- 9023 ),13120,(+/- 2480 ),65564,(+/- 6315 ),53192,(+/- 5251 ),66086,(+/- 5933 ),57205,(+/- 4790 ),45471,(+/- 5169 ),15388,(+/- 2686 ),12980,(+/- 2510 ),53064,(+/- 4963 ),19330,(+/- 2920 ),44765,(+/- 4555 ),23629,(+/- 4046 ),81710,(+/- 5093 ),49338,(+/- 6637 ),31275,(+/- 6060 ),60844,(+/- 5402 ),69631,(+/- 5553 ),81370,(+/- 6616 ),32575,(+/- 3312 ),12816,(+/- 2288 ),9950,(+/- 3414 ),18334,(+/- 3271 ),68230,(+/- 5971 ),64228,(+/- 5272 ),11268,(+/- 2108 ),15515,(+/- 2804 ),22072,(+/- 2683 ),53520,(+/- 6261 )
People,Ancestry,French (except Basque),12809,(+/- 2380 ),23946,(+/- 3503 ),17310,(+/- 2486 ),13875,(+/- 2293 ),11288,(+/- 1895 ),14172,(+/- 3129 ),22493,(+/- 5279 ),25010,(+/- 4787 ),4515,(+/- 1004 ),20246,(+/- 2607 ),16173,(+/- 3181 ),14611,(+/- 2579 ),11519,(+/- 2372 ),30361,(+/- 4246 ),5082,(+/- 1461 ),4544,(+/- 1269 ),16115,(+/- 3126 ),7939,(+/- 2042 ),7506,(+/- 1445 ),6953,(+/- 1507 ),23917,(+/- 3231 ),18246,(+/- 3755 ),12607,(+/- 3690 ),17555,(+/- 2818 ),17820,(+/- 2849 ),24117,(+/- 3873 ),12161,(+/- 1971 ),5503,(+/- 1549 ),4177,(+/- 1399 ),4836,(+/- 1185 ),24872,(+/- 4579 ),16414,(+/- 2617 ),3559,(+/- 1055 ),5053,(+/- 1519 ),11610,(+/- 1954 ),36399,(+/- 4879 )
People,Ancestry,French Canadian,1847,(+/- 850 ),3137,(+/- 1475 ),2771,(+/- 1216 ),1713,(+/- 865 ),1174,(+/- 829 ),1185,(+/- 563 ),3259,(+/- 1757 ),3054,(+/- 1001 ),427,(+/- 281 ),2784,(+/- 1020 ),836,(+/- 372 ),3097,(+/- 1342 ),906,(+/- 520 ),7758,(+/- 1930 ),906,(+/- 600 ),524,(+/- 339 ),3134,(+/- 1297 ),1488,(+/- 587 ),1371,(+/- 624 ),1691,(+/- 831 ),2672,(+/- 1064 ),2238,(+/- 1620 ),1387,(+/- 954 ),3067,(+/- 1902 ),1946,(+/- 794 ),3592,(+/- 1658 ),1640,(+/- 830 ),1356,(+/- 845 ),164,(+/- 132 ),635,(+/- 354 ),2164,(+/- 737 ),1855,(+/- 985 ),558,(+/- 419 ),675,(+/- 591 ),1928,(+/- 692 ),8074,(+/- 2674 )
People,Ancestry,German,70121,(+/- 6073 ),91496,(+/- 7791 ),93694,(+/- 5902 ),68891,(+/- 5194 ),53101,(+/- 4838 ),71654,(+/- 6902 ),66143,(+/- 5694 ),116876,(+/- 10218 ),14336,(+/- 2670 ),124051,(+/- 7588 ),78487,(+/- 6420 ),93522,(+/- 8114 ),79631,(+/- 4635 ),86320,(+/- 6756 ),38865,(+/- 4597 ),28083,(+/- 3827 ),105996,(+/- 6303 ),30256,(+/- 4824 ),67117,(+/- 6782 ),50382,(+/- 5565 ),144355,(+/- 7595 ),85272,(+/- 9727 ),49538,(+/- 4715 ),79549,(+/- 6113 ),105904,(+/- 6369 ),117148,(+/- 8092 ),80977,(+/- 4680 ),35836,(+/- 4394 ),14868,(+/- 2576 ),19626,(+/- 2406 ),125095,(+/- 8655 ),78447,(+/- 6257 ),14125,(+/- 2201 ),25979,(+/- 3237 ),57181,(+/- 4393 ),71502,(+/- 5414 )
People,Ancestry,Greek,1125,(+/- 889 ),2532,(+/- 1214 ),2628,(+/- 1253 ),491,(+/- 572 ),1982,(+/- 1268 ),1249,(+/- 860 ),3903,(+/- 1305 ),4820,(+/- 3428 ),728,(+/- 475 ),1906,(+/- 917 ),113,(+/- 126 ),3077,(+/- 1767 ),146,(+/- 132 ),2108,(+/- 1493 ),866,(+/- 743 ),1215,(+/- 785 ),425,(+/- 354 ),823,(+/- 501 ),493,(+/- 340 ),594,(+/- 521 ),2893,(+/- 996 ),3731,(+/- 2022 ),1375,(+/- 1049 ),2595,(+/- 1028 ),1767,(+/- 1202 ),2139,(+/- 886 ),552,(+/- 345 ),591,(+/- 451 ),1214,(+/- 1308 ),1708,(+/- 1300 ),1209,(+/- 861 ),2338,(+/- 1015 ),116,(+/- 151 ),141,(+/- 131 ),832,(+/- 522 ),965,(+/- 662 )
People,Ancestry,Hungarian,518,(+/- 617 ),2606,(+/- 1516 ),1635,(+/- 699 ),314,(+/- 290 ),476,(+/- 279 ),734,(+/- 302 ),1497,(+/- 796 ),1731,(+/- 1285 ),768,(+/- 579 ),1911,(+/- 867 ),425,(+/- 389 ),1882,(+/- 633 ),126,(+/- 131 ),806,(+/- 729 ),503,(+/- 424 ),685,(+/- 594 ),1367,(+/- 902 ),622,(+/- 476 ),324,(+/- 208 ),954,(+/- 522 ),2433,(+/- 968 ),755,(+/- 474 ),417,(+/- 281 ),2261,(+/- 877 ),2856,(+/- 1590 ),2314,(+/- 1091 ),886,(+/- 519 ),501,(+/- 556 ),79,(+/- 92 ),754,(+/- 405 ),2611,(+/- 992 ),1127,(+/- 530 ),342,(+/- 290 ),526,(+/- 321 ),573,(+/- 373 ),654,(+/- 401 )
