Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,6.6,(+/- 2.0 ),7.0,(+/- 2.3 ),7.2,(+/- 1.6 ),13.2,(+/- 2.4 ),3.4,(+/- 1.1 ),2.1,(+/- 0.8 ),10.7,(+/- 2.6 ),6.8,(+/- 1.9 ),6.3,(+/- 1.7 ),4.1,(+/- 1.3 ),3.9,(+/- 1.1 ),6.6,(+/- 2.1 ),6.0,(+/- 1.9 ),3.1,(+/- 0.9 ),8.4,(+/- 1.5 ),7.2,(+/- 1.9 ),8.3,(+/- 2.0 ),3.9,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,4.9,(+/- 5.4 ),6.4,(+/- 6.9 ),9.8,(+/- 5.6 ),9.7,(+/- 4.9 ),1.9,(+/- 2.0 ),0.9,(+/- 1.5 ),5.8,(+/- 3.4 ),4.5,(+/- 2.4 ),4.6,(+/- 3.4 ),3.2,(+/- 2.7 ),4.4,(+/- 3.3 ),8.5,(+/- 4.8 ),5.9,(+/- 3.8 ),2.9,(+/- 2.2 ),9.7,(+/- 3.5 ),5.1,(+/- 4.3 ),1.6,(+/- 1.4 ),1.4,(+/- 1.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",29.7,(+/- 3.3 ),27.7,(+/- 2.8 ),18.3,(+/- 3.6 ),30.7,(+/- 4.2 ),16.8,(+/- 4.2 ),13.6,(+/- 4.3 ),34.3,(+/- 2.8 ),22.4,(+/- 4.5 ),21.1,(+/- 4.2 ),21.9,(+/- 4.4 ),22.6,(+/- 4.2 ),31.7,(+/- 4.8 ),33.4,(+/- 4.7 ),19.8,(+/- 5.1 ),31.3,(+/- 3.6 ),23.8,(+/- 4.0 ),34.9,(+/- 4.1 ),20.7,(+/- 3.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,39.3,(+/- 5.2 ),36.8,(+/- 3.9 ),24.2,(+/- 5.2 ),39.9,(+/- 6.0 ),25.2,(+/- 6.4 ),22.7,(+/- 7.3 ),43.8,(+/- 4.4 ),33.4,(+/- 6.6 ),29.6,(+/- 6.3 ),27.7,(+/- 6.1 ),32.1,(+/- 6.1 ),42.5,(+/- 6.0 ),44.1,(+/- 6.2 ),24.4,(+/- 6.3 ),39.2,(+/- 5.1 ),32.0,(+/- 5.7 ),43.7,(+/- 4.9 ),27.9,(+/- 4.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,36.1,(+/- 15.1 ),32.3,(+/- 10.1 ),32.8,(+/- 20.2 ),39.4,(+/- 12.7 ),18.6,(+/- 16.6 ),13.1,(+/- 14.3 ),49.0,(+/- 10.8 ),51.6,(+/- 17.5 ),9.1,(+/- 10.0 ),35.7,(+/- 23.2 ),24.4,(+/- 12.6 ),45.3,(+/- 11.0 ),58.3,(+/- 13.5 ),53.0,(+/- 36.2 ),41.4,(+/- 11.1 ),35.2,(+/- 13.9 ),44.5,(+/- 12.9 ),35.3,(+/- 10.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,17.4,(+/- 1.2 ),19.1,(+/- 1.5 ),10.3,(+/- 1.0 ),16.5,(+/- 1.5 ),8.3,(+/- 0.8 ),4.7,(+/- 0.6 ),22.5,(+/- 1.3 ),11.4,(+/- 1.3 ),12.2,(+/- 1.2 ),9.0,(+/- 0.9 ),9.2,(+/- 1.1 ),16.4,(+/- 1.2 ),16.9,(+/- 1.1 ),6.7,(+/- 0.8 ),14.2,(+/- 0.8 ),12.4,(+/- 1.0 ),18.2,(+/- 1.2 ),9.6,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,23.7,(+/- 2.9 ),29.0,(+/- 3.1 ),13.9,(+/- 2.1 ),26.0,(+/- 3.4 ),8.0,(+/- 1.8 ),5.7,(+/- 1.6 ),34.7,(+/- 3.3 ),18.7,(+/- 3.0 ),13.8,(+/- 2.7 ),11.5,(+/- 1.8 ),14.0,(+/- 2.5 ),22.0,(+/- 2.7 ),20.4,(+/- 2.5 ),7.1,(+/- 1.5 ),18.6,(+/- 1.9 ),17.2,(+/- 2.3 ),27.2,(+/- 2.9 ),11.6,(+/- 1.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,23.5,(+/- 2.9 ),28.7,(+/- 3.2 ),13.8,(+/- 2.1 ),25.8,(+/- 3.4 ),7.8,(+/- 1.8 ),5.6,(+/- 1.6 ),34.3,(+/- 3.3 ),18.4,(+/- 3.0 ),13.6,(+/- 2.7 ),11.3,(+/- 1.8 ),13.9,(+/- 2.5 ),21.5,(+/- 2.7 ),20.1,(+/- 2.5 ),6.9,(+/- 1.5 ),18.0,(+/- 1.9 ),16.7,(+/- 2.2 ),26.8,(+/- 2.9 ),11.3,(+/- 1.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,22.2,(+/- 4.6 ),32.5,(+/- 5.7 ),17.9,(+/- 4.4 ),24.9,(+/- 4.3 ),7.8,(+/- 2.8 ),6.6,(+/- 2.7 ),32.8,(+/- 4.5 ),21.9,(+/- 4.7 ),11.5,(+/- 3.5 ),10.8,(+/- 2.8 ),15.7,(+/- 3.6 ),27.3,(+/- 4.7 ),25.8,(+/- 4.2 ),7.6,(+/- 2.8 ),21.1,(+/- 3.4 ),18.2,(+/- 3.2 ),29.8,(+/- 4.7 ),11.3,(+/- 2.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,24.0,(+/- 3.2 ),27.4,(+/- 3.3 ),12.4,(+/- 2.0 ),26.2,(+/- 3.9 ),7.8,(+/- 2.0 ),5.2,(+/- 1.6 ),35.0,(+/- 3.8 ),17.1,(+/- 3.3 ),14.4,(+/- 2.8 ),11.4,(+/- 2.0 ),13.3,(+/- 2.6 ),19.4,(+/- 2.9 ),17.9,(+/- 2.5 ),6.7,(+/- 1.5 ),16.9,(+/- 2.0 ),16.2,(+/- 2.5 ),25.7,(+/- 2.9 ),11.2,(+/- 1.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,15.7,(+/- 1.0 ),16.0,(+/- 1.2 ),9.1,(+/- 0.9 ),13.3,(+/- 1.1 ),8.3,(+/- 0.7 ),4.5,(+/- 0.5 ),19.3,(+/- 1.0 ),9.0,(+/- 0.9 ),11.8,(+/- 1.0 ),8.1,(+/- 0.9 ),7.5,(+/- 0.8 ),14.8,(+/- 1.1 ),16.0,(+/- 1.0 ),6.5,(+/- 0.8 ),12.8,(+/- 0.7 ),11.0,(+/- 0.8 ),15.5,(+/- 0.8 ),9.0,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,11.7,(+/- 1.5 ),12.9,(+/- 1.8 ),9.8,(+/- 1.8 ),11.6,(+/- 2.1 ),10.8,(+/- 1.9 ),4.8,(+/- 0.9 ),19.5,(+/- 2.1 ),7.5,(+/- 1.3 ),10.8,(+/- 1.7 ),7.2,(+/- 1.5 ),7.2,(+/- 1.6 ),9.5,(+/- 1.6 ),7.2,(+/- 1.2 ),7.4,(+/- 2.1 ),8.2,(+/- 0.9 ),6.5,(+/- 1.1 ),9.6,(+/- 1.3 ),5.9,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,14.5,(+/- 1.5 ),16.9,(+/- 1.8 ),8.7,(+/- 1.1 ),15.6,(+/- 1.8 ),5.4,(+/- 0.9 ),3.0,(+/- 0.7 ),20.9,(+/- 1.7 ),9.8,(+/- 1.5 ),8.7,(+/- 1.4 ),6.9,(+/- 1.0 ),7.4,(+/- 1.2 ),12.7,(+/- 1.4 ),11.1,(+/- 1.3 ),5.0,(+/- 0.8 ),11.2,(+/- 1.0 ),9.5,(+/- 1.0 ),15.3,(+/- 1.4 ),6.7,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,29.1,(+/- 2.0 ),28.7,(+/- 2.0 ),19.6,(+/- 2.1 ),20.9,(+/- 1.5 ),15.4,(+/- 1.5 ),15.3,(+/- 2.0 ),26.5,(+/- 1.8 ),19.4,(+/- 2.1 ),24.3,(+/- 2.0 ),20.9,(+/- 2.5 ),20.0,(+/- 2.2 ),30.0,(+/- 2.2 ),32.8,(+/- 2.2 ),19.3,(+/- 2.5 ),26.6,(+/- 1.7 ),25.5,(+/- 1.7 ),28.1,(+/- 1.7 ),22.4,(+/- 1.9 )
Education,School Enrollment,Population 3 years and over enrolled in school,184500,(+/- 7652 ),192309,(+/- 7622 ),192193,(+/- 8215 ),182935,(+/- 7997 ),159341,(+/- 6844 ),191128,(+/- 7769 ),172521,(+/- 8471 ),180422,(+/- 8221 ),184789,(+/- 8629 ),184296,(+/- 5700 ),203053,(+/- 5905 ),166512,(+/- 4140 ),202318,(+/- 5122 ),210889,(+/- 6756 ),163992,(+/- 3798 ),172537,(+/- 4922 ),162258,(+/- 5165 ),180613,(+/- 5159 )
Education,School Enrollment,"Nursery school, preschool",12335,(+/- 1704 ),13010,(+/- 1889 ),14234,(+/- 2418 ),10345,(+/- 1495 ),13856,(+/- 1759 ),13316,(+/- 2032 ),12299,(+/- 2187 ),11231,(+/- 1929 ),13207,(+/- 1919 ),13094,(+/- 1622 ),14700,(+/- 1826 ),10916,(+/- 1648 ),10967,(+/- 1291 ),13556,(+/- 1846 ),11195,(+/- 1234 ),11196,(+/- 1092 ),12185,(+/- 1817 ),12612,(+/- 1503 )
Education,School Enrollment,Kindergarten,7775,(+/- 1617 ),9234,(+/- 1711 ),9202,(+/- 1420 ),10620,(+/- 1789 ),10133,(+/- 1453 ),8192,(+/- 1186 ),8333,(+/- 1662 ),10603,(+/- 1895 ),8497,(+/- 1254 ),8794,(+/- 1648 ),9098,(+/- 1667 ),8101,(+/- 1324 ),7996,(+/- 1466 ),8681,(+/- 1407 ),9369,(+/- 1248 ),9458,(+/- 1266 ),8029,(+/- 1379 ),8218,(+/- 1450 )
Education,School Enrollment,Elementary school (grades 1-8),68859,(+/- 4891 ),78761,(+/- 4724 ),83392,(+/- 5635 ),78417,(+/- 4787 ),52177,(+/- 4244 ),73987,(+/- 4301 ),63179,(+/- 4663 ),77143,(+/- 5776 ),65474,(+/- 4832 ),77875,(+/- 3122 ),86548,(+/- 3574 ),68115,(+/- 2401 ),61978,(+/- 2751 ),95472,(+/- 4575 ),72130,(+/- 2532 ),68249,(+/- 2552 ),67340,(+/- 3065 ),72831,(+/- 3286 )
Education,School Enrollment,High school (grades 9-12),38916,(+/- 3308 ),44996,(+/- 3884 ),39517,(+/- 2960 ),40756,(+/- 2965 ),23101,(+/- 2233 ),45768,(+/- 3266 ),30223,(+/- 3321 ),39970,(+/- 3271 ),38755,(+/- 3462 ),43748,(+/- 2902 ),44794,(+/- 2902 ),34964,(+/- 2234 ),30400,(+/- 1816 ),49029,(+/- 3262 ),33770,(+/- 1743 ),38847,(+/- 2087 ),37415,(+/- 2299 ),40093,(+/- 1853 )
Education,School Enrollment,College or graduate school,56615,(+/- 3588 ),46308,(+/- 3922 ),45848,(+/- 3872 ),42797,(+/- 3726 ),60074,(+/- 4192 ),49865,(+/- 4399 ),58487,(+/- 4827 ),41475,(+/- 3821 ),58856,(+/- 3997 ),40785,(+/- 3608 ),47913,(+/- 4233 ),44416,(+/- 2672 ),90977,(+/- 4318 ),44151,(+/- 3547 ),37528,(+/- 2719 ),44787,(+/- 3211 ),37289,(+/- 2884 ),46859,(+/- 3074 )
Education,Educational Attainment,Population 25 years and over,472483,(+/- 10268 ),463595,(+/- 8686 ),482264,(+/- 10952 ),451637,(+/- 10100 ),522238,(+/- 10080 ),494532,(+/- 8397 ),501103,(+/- 10870 ),487770,(+/- 9040 ),511899,(+/- 10924 ),467972,(+/- 6043 ),471623,(+/- 7853 ),477135,(+/- 3067 ),462288,(+/- 6007 ),480043,(+/- 7374 ),483638,(+/- 4173 ),472433,(+/- 4443 ),471381,(+/- 5064 ),491185,(+/- 4474 )
Education,Educational Attainment,Less than 9th grade,20229,(+/- 3013 ),22501,(+/- 3210 ),35562,(+/- 3770 ),77028,(+/- 4790 ),23078,(+/- 2895 ),10490,(+/- 2220 ),26278,(+/- 2623 ),39589,(+/- 4602 ),21562,(+/- 2813 ),27161,(+/- 2869 ),34100,(+/- 3883 ),12328,(+/- 1452 ),9684,(+/- 1532 ),13542,(+/- 2621 ),17793,(+/- 1687 ),11759,(+/- 1557 ),16839,(+/- 1994 ),10387,(+/- 1366 )
Education,Educational Attainment,"9th to 12th grade, no diploma",32719,(+/- 2600 ),38456,(+/- 3344 ),32775,(+/- 2771 ),44437,(+/- 3744 ),17444,(+/- 2258 ),14563,(+/- 2419 ),42788,(+/- 3938 ),28881,(+/- 3343 ),24817,(+/- 3360 ),22596,(+/- 2522 ),24749,(+/- 2793 ),34689,(+/- 2767 ),25528,(+/- 2219 ),18521,(+/- 2897 ),32532,(+/- 2585 ),34965,(+/- 2864 ),42974,(+/- 3244 ),23083,(+/- 2010 )
Education,Educational Attainment,High school graduate (includes equivalency),125429,(+/- 6083 ),127905,(+/- 5781 ),146668,(+/- 6991 ),124622,(+/- 5434 ),90974,(+/- 5297 ),79891,(+/- 4272 ),117978,(+/- 5560 ),127058,(+/- 6784 ),81653,(+/- 5751 ),100194,(+/- 5873 ),107163,(+/- 4713 ),146815,(+/- 5629 ),138575,(+/- 5310 ),103710,(+/- 6279 ),164869,(+/- 5056 ),158206,(+/- 4793 ),159173,(+/- 4571 ),149509,(+/- 4292 )
Education,Educational Attainment,"Some college, no degree",117931,(+/- 5259 ),129036,(+/- 5842 ),100232,(+/- 5176 ),69256,(+/- 3626 ),74864,(+/- 5138 ),95038,(+/- 5082 ),86385,(+/- 4836 ),99593,(+/- 5425 ),83051,(+/- 5050 ),82745,(+/- 4122 ),98431,(+/- 5434 ),119542,(+/- 4873 ),106651,(+/- 5057 ),101185,(+/- 5748 ),115119,(+/- 4772 ),115122,(+/- 4291 ),120895,(+/- 4832 ),108050,(+/- 3885 )
Education,Educational Attainment,Associate's degree,39527,(+/- 3462 ),37504,(+/- 2812 ),37157,(+/- 2937 ),25635,(+/- 2611 ),30279,(+/- 3323 ),36461,(+/- 2883 ),23844,(+/- 2380 ),33721,(+/- 3119 ),28623,(+/- 3357 ),29108,(+/- 2459 ),37336,(+/- 3283 ),49475,(+/- 3088 ),42057,(+/- 3245 ),40985,(+/- 3346 ),55646,(+/- 3055 ),47613,(+/- 3046 ),43457,(+/- 3062 ),44561,(+/- 2998 )
Education,Educational Attainment,Bachelor's degree,81301,(+/- 4760 ),66729,(+/- 4075 ),87308,(+/- 5197 ),75181,(+/- 4054 ),174745,(+/- 6714 ),160506,(+/- 4635 ),112564,(+/- 6348 ),106702,(+/- 5061 ),156475,(+/- 6543 ),117347,(+/- 3656 ),106110,(+/- 4834 ),68519,(+/- 4336 ),81266,(+/- 3846 ),129455,(+/- 5943 ),63579,(+/- 4049 ),65897,(+/- 3571 ),59898,(+/- 2949 ),100258,(+/- 4545 )
Education,Educational Attainment,Graduate or professional degree,55347,(+/- 3558 ),41464,(+/- 3492 ),42562,(+/- 3594 ),35478,(+/- 2719 ),110854,(+/- 4658 ),97583,(+/- 4618 ),91266,(+/- 5154 ),52226,(+/- 4271 ),115718,(+/- 5786 ),88821,(+/- 3884 ),63734,(+/- 3932 ),45767,(+/- 3093 ),58527,(+/- 3482 ),72645,(+/- 4509 ),34100,(+/- 2842 ),38871,(+/- 2736 ),28145,(+/- 1980 ),55337,(+/- 3266 )
Education,Educational Attainment,Percent high school graduate or higher,88.8,(+/- 0.8 ),86.9,(+/- 1.1 ),85.8,(+/- 0.9 ),73.1,(+/- 1.3 ),92.2,(+/- 0.8 ),94.9,(+/- 0.7 ),86.2,(+/- 0.9 ),86.0,(+/- 1.2 ),90.9,(+/- 0.9 ),89.4,(+/- 0.9 ),87.5,(+/- 0.9 ),90.1,(+/- 0.6 ),92.4,(+/- 0.6 ),93.3,(+/- 0.9 ),89.6,(+/- 0.7 ),90.1,(+/- 0.7 ),87.3,(+/- 0.8 ),93.2,(+/- 0.5 )
Education,Educational Attainment,Percent bachelor's degree or higher,28.9,(+/- 1.1 ),23.3,(+/- 1.2 ),26.9,(+/- 1.1 ),24.5,(+/- 0.9 ),54.7,(+/- 1.3 ),52.2,(+/- 0.9 ),40.7,(+/- 1.4 ),32.6,(+/- 1.4 ),53.2,(+/- 1.5 ),44.1,(+/- 1.0 ),36.0,(+/- 1.1 ),24.0,(+/- 1.1 ),30.2,(+/- 1.1 ),42.1,(+/- 1.4 ),20.2,(+/- 1.0 ),22.2,(+/- 0.9 ),18.7,(+/- 0.7 ),31.7,(+/- 1.0 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag,District 09 Estimate,District 09 Flag,District 10 Estimate,District 10 Flag,District 11 Estimate,District 11 Flag,District 12 Estimate,District 12 Flag,District 13 Estimate,District 13 Flag,District 14 Estimate,District 14 Flag,District 15 Estimate,District 15 Flag,District 16 Estimate,District 16 Flag,District 17 Estimate,District 17 Flag,District 18 Estimate,District 18 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,187223,G,166246,G,223309,G,139687,G,379412,G,378661,G,798226,G,436313,G,284880,G,364038,G,283140,G,218417,G,243623,G,188940,G,201170,G,220945,G,272058,G,258150,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",a,D,22,G,11,J,0,N,6,J,71,J,28,J,56,J,a,D,33,J,16,J,109,G,183,J,174,H,298,G,416,H,258,H,292,J
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",0,N,141,J,c,D,a,D,b,D,183,G,a,D,58,J,a,D,a,D,411,J,1684,G,450,J,162,H,4233,G,996,G,118,H,562,H
Business,Paid employees for pay period including March 12,Utilities,1083,G,383,H,c,D,1121,G,428,H,h,D,2555,G,g,D,428,H,1074,H,1753,G,2585,G,2422,H,549,H,1561,H,3933,J,2423,G,1127,H
Business,Paid employees for pay period including March 12,Construction,7986,G,7369,G,12592,G,4547,G,15160,G,15828,G,12012,G,23239,G,7228,G,11316,G,10253,G,10352,G,11086,G,12707,G,8636,G,7636,G,8834,G,11080,G
Business,Paid employees for pay period including March 12,Manufacturing,11640,G,28764,G,27493,G,19547,G,29105,G,34513,G,21933,G,55647,G,18906,G,38913,G,27923,G,26689,G,17482,G,27593,G,39587,G,43948,G,43132,G,28184,G
Business,Paid employees for pay period including March 12,Wholesale trade,7215,G,9096,G,10989,G,11124,G,19821,G,24364,G,21250,G,49125,G,13575,G,44220,G,22175,G,7589,G,10050,G,11158,G,11110,G,10319,G,10720,G,16512,G
Business,Paid employees for pay period including March 12,Retail trade,31687,G,22652,G,30797,G,23216,G,41005,G,46665,G,38832,G,43905,G,34789,G,38136,G,41889,G,34934,G,34634,G,32393,G,26878,G,32838,G,30743,G,40824,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,8495,G,12413,G,27425,G,5288,G,31804,G,10501,G,10170,G,31226,G,6045,G,6727,G,18149,G,13343,G,9333,G,7032,G,7843,G,13925,G,13063,G,8649,G
Business,Paid employees for pay period including March 12,Information,1927,G,2859,H,1972,G,1374,G,8201,G,9726,G,43444,G,12747,G,5868,G,4315,G,7117,H,2349,G,5868,G,2029,H,2667,H,2692,G,3747,G,3465,G
Business,Paid employees for pay period including March 12,Finance and insurance,4752,G,3894,G,5854,G,3691,H,13301,G,27481,G,128124,G,19982,G,8100,H,24446,H,8769,G,6860,G,10361,G,5451,H,7248,G,7660,G,9342,G,31588,H
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,2575,H,1990,G,2678,G,1502,H,9106,G,5197,G,15833,G,7110,H,5432,G,3919,G,3581,G,2365,G,4037,G,2123,G,2079,H,2488,H,2090,G,2303,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",5313,G,3914,G,10601,H,4460,G,20311,G,28766,G,142015,G,30129,G,17194,G,41629,G,13644,G,9890,G,10553,G,10188,G,4553,G,7837,G,10397,G,8824,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,2594,G,1283,G,2872,H,377,G,16900,G,22503,G,41541,G,21254,G,7661,H,32373,G,7826,G,1640,H,6506,H,3639,G,7985,H,1133,G,25364,H,4559,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,11650,G,7373,G,15998,H,15028,G,40783,G,30919,G,56639,G,46752,G,16622,G,20119,G,33837,G,11520,G,10057,G,13128,G,7581,H,12949,G,14903,G,12560,G
Business,Paid employees for pay period including March 12,Educational services,22361,H,4046,H,6268,G,3912,G,13269,G,12734,G,31206,G,6714,G,23801,H,8333,G,5663,H,2792,G,6809,H,2147,G,1354,H,2460,G,7692,J,5060,G
Business,Paid employees for pay period including March 12,Health care and social assistance,38058,G,35673,G,32698,G,21688,G,49368,G,49396,G,104084,G,34764,G,69672,G,44356,G,37945,G,42616,G,54357,G,22155,G,36868,G,34225,G,49708,G,35716,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",2005,G,1882,H,2974,H,2785,G,6785,G,6118,G,12208,G,5286,G,6058,G,6308,G,4971,G,2905,G,3519,G,3936,G,1430,G,2586,G,3843,G,3540,G
Business,Paid employees for pay period including March 12,Accommodation and food services,19074,G,14388,G,20688,G,12886,G,46361,G,32398,G,79752,G,31025,G,26278,G,26537,G,25855,G,26304,G,31328,G,22842,G,19227,G,21821,G,21347,G,28072,G
Business,Paid employees for pay period including March 12,Other services (except public administration),8789,G,8097,G,11036,G,7126,G,17588,G,18354,G,36541,G,15780,G,17158,G,11229,G,11351,G,11873,G,14554,G,9511,G,9983,G,11036,G,14280,G,15182,G
Business,Paid employees for pay period including March 12,Industries not classified,17,J,7,J,15,J,12,J,64,J,22,H,45,G,7,J,51,J,48,J,12,J,18,J,34,J,23,J,49,J,47,H,54,J,51,H
Business,"Annual payroll ($1,000)",Total for all sectors,7737795,G,6844702,G,9985391,G,5421348,G,19227471,G,20966022,G,64905377,G,24787435,G,14688531,G,28173166,G,13140703,G,8388452,G,9417892,G,8008607,G,7413356,G,9335539,G,13552406,G,10998427,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",D,D,778,G,243,H,0,N,227,J,2206,H,1508,J,2429,J,D,D,1256,G,280,G,3158,H,7543,H,5447,H,12545,H,21583,J,13167,H,14869,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,4269,H,D,D,D,D,D,D,15343,G,D,D,2687,H,D,D,D,D,22079,J,126709,G,27742,J,13929,H,258488,G,92940,G,10017,H,37639,H
Business,"Annual payroll ($1,000)",Utilities,109054,H,37361,J,D,D,123304,H,58909,H,D,D,355422,G,D,D,49230,H,94036,H,174944,H,234683,G,250657,G,44182,G,130792,H,527851,J,257888,G,102022,H
Business,"Annual payroll ($1,000)",Construction,611829,G,558296,G,925619,G,348325,G,1070404,G,1137049,G,1114423,G,1778526,G,518060,G,862015,G,790015,G,668909,G,609140,G,924695,G,471059,G,513643,G,575354,G,638326,G
Business,"Annual payroll ($1,000)",Manufacturing,676313,G,1827856,G,1680030,G,1014081,G,1603526,G,1903883,G,1031278,G,3260049,G,1112489,G,3617510,G,1802632,G,1436841,G,916055,G,1465367,G,1888932,G,2642919,G,2347418,G,1336213,G
Business,"Annual payroll ($1,000)",Wholesale trade,392594,G,509777,G,694634,G,684199,G,1579100,G,1983304,G,1784093,G,3740808,G,1020053,G,4963941,G,1584396,G,362887,G,537108,G,723437,G,541715,G,556324,G,601726,G,942916,G
Business,"Annual payroll ($1,000)",Retail trade,760527,G,530886,G,792789,G,575488,G,1099322,G,1219265,G,1101502,G,1220631,G,929151,G,1217308,G,1158509,G,881422,G,848619,G,753283,G,643699,G,791523,G,742760,G,979179,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,308411,G,582606,G,1402132,G,251455,G,1865020,H,459470,G,532777,G,1852992,H,270709,H,305562,G,782629,G,589553,G,391637,G,289075,G,348316,G,640227,G,537936,G,385154,G
Business,"Annual payroll ($1,000)",Information,94298,G,168152,H,107042,H,70445,H,552352,G,909112,G,4454321,G,1227810,G,472832,G,367257,G,268185,H,97728,G,352637,H,111240,H,102326,H,119393,H,178752,G,161951,G
Business,"Annual payroll ($1,000)",Finance and insurance,270127,G,165076,G,316194,G,176162,G,1172126,G,2434332,G,17217133,G,1845487,G,706914,G,2665464,H,586447,G,326933,G,610998,G,379299,G,329896,G,400778,G,505442,G,2541257,H
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,110473,G,72341,G,118819,G,63236,H,608306,G,359202,G,1347014,G,358377,G,296256,G,275398,G,177230,G,75058,G,159902,H,103832,G,60545,G,80622,G,67962,G,76876,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",277637,G,174949,G,645039,H,177841,G,1479922,G,2183883,G,15697884,G,2525779,G,1611588,H,4331725,G,894020,G,652655,G,553319,G,685203,G,186880,G,420050,G,598397,G,472016,G
