Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,8.1,(+/- 4.8 ),3.4,(+/- 3.8 ),8.0,(+/- 4.7 ),2.1,(+/- 2.2 ),3.5,(+/- 2.1 ),2.1,(+/- 2.2 ),5.1,(+/- 4.8 ),1.8,(+/- 2.1 ),3.4,(+/- 1.9 ),3.7,(+/- 2.1 ),2.1,(+/- 1.2 ),1.9,(+/- 1.3 ),6.1,(+/- 4.0 ),5.4,(+/- 4.6 ),5.3,(+/- 3.9 ),4.4,(+/- 3.1 ),2.1,(+/- 2.7 ),2.5,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",34.3,(+/- 3.4 ),33.5,(+/- 3.7 ),30.2,(+/- 4.0 ),22.3,(+/- 3.7 ),24.4,(+/- 3.7 ),18.5,(+/- 3.6 ),11.5,(+/- 3.5 ),16.5,(+/- 3.8 ),29.8,(+/- 4.2 ),28.7,(+/- 5.2 ),27.4,(+/- 4.2 ),21.5,(+/- 3.6 ),20.2,(+/- 3.6 ),27.5,(+/- 3.1 ),22.4,(+/- 4.2 ),30.8,(+/- 5.0 ),25.2,(+/- 3.8 ),19.6,(+/- 3.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,45.3,(+/- 4.9 ),39.7,(+/- 5.0 ),43.8,(+/- 5.1 ),31.1,(+/- 5.4 ),37.1,(+/- 5.4 ),28.4,(+/- 5.3 ),19.8,(+/- 6.1 ),24.1,(+/- 6.8 ),43.3,(+/- 6.0 ),38.7,(+/- 6.7 ),36.0,(+/- 5.5 ),35.3,(+/- 5.9 ),28.0,(+/- 5.2 ),39.2,(+/- 5.0 ),28.6,(+/- 5.7 ),46.1,(+/- 7.4 ),35.6,(+/- 5.8 ),29.2,(+/- 6.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,41.7,(+/- 14.6 ),44.8,(+/- 12.5 ),44.0,(+/- 13.5 ),46.6,(+/- 13.5 ),57.3,(+/- 16.0 ),36.8,(+/- 16.3 ),18.5,(+/- 14.4 ),41.8,(+/- 22.8 ),42.7,(+/- 16.5 ),44.1,(+/- 15.1 ),37.6,(+/- 13.7 ),51.1,(+/- 15.1 ),25.3,(+/- 9.9 ),57.6,(+/- 13.7 ),20.2,(+/- 10.5 ),33.2,(+/- 12.6 ),38.3,(+/- 15.5 ),50.5,(+/- 17.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,24.6,(+/- 1.9 ),26.4,(+/- 1.6 ),13.5,(+/- 0.8 ),10.3,(+/- 0.9 ),14.8,(+/- 0.8 ),7.1,(+/- 0.8 ),6.0,(+/- 0.9 ),6.6,(+/- 0.9 ),14.1,(+/- 1.2 ),11.6,(+/- 1.1 ),11.5,(+/- 0.8 ),8.4,(+/- 0.8 ),13.9,(+/- 1.3 ),16.6,(+/- 0.9 ),11.4,(+/- 1.0 ),14.3,(+/- 1.3 ),12.8,(+/- 1.2 ),8.0,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,38.0,(+/- 4.4 ),35.3,(+/- 4.1 ),19.9,(+/- 2.1 ),15.5,(+/- 2.5 ),19.3,(+/- 2.2 ),9.5,(+/- 1.9 ),7.2,(+/- 2.1 ),8.5,(+/- 2.2 ),20.5,(+/- 3.2 ),17.0,(+/- 2.4 ),17.2,(+/- 2.2 ),12.3,(+/- 2.2 ),21.3,(+/- 2.8 ),23.9,(+/- 2.8 ),17.1,(+/- 2.4 ),22.3,(+/- 3.3 ),19.0,(+/- 2.9 ),9.4,(+/- 2.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,37.8,(+/- 4.4 ),34.9,(+/- 4.1 ),19.5,(+/- 2.2 ),14.8,(+/- 2.5 ),18.7,(+/- 2.3 ),9.3,(+/- 1.9 ),7.0,(+/- 2.1 ),8.0,(+/- 2.1 ),20.0,(+/- 3.1 ),16.4,(+/- 2.4 ),16.6,(+/- 2.2 ),12.0,(+/- 2.2 ),20.9,(+/- 2.8 ),23.5,(+/- 2.8 ),16.8,(+/- 2.5 ),21.8,(+/- 3.3 ),18.6,(+/- 2.9 ),9.2,(+/- 2.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,37.9,(+/- 6.2 ),35.8,(+/- 5.5 ),22.8,(+/- 3.2 ),17.2,(+/- 3.7 ),22.8,(+/- 3.8 ),9.0,(+/- 2.9 ),8.9,(+/- 3.9 ),7.4,(+/- 3.4 ),22.4,(+/- 3.7 ),19.5,(+/- 3.4 ),18.9,(+/- 3.4 ),15.0,(+/- 3.2 ),21.0,(+/- 4.5 ),27.4,(+/- 5.0 ),17.4,(+/- 3.7 ),23.0,(+/- 4.2 ),19.1,(+/- 4.8 ),10.5,(+/- 3.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,37.7,(+/- 4.5 ),34.5,(+/- 4.4 ),18.3,(+/- 2.3 ),13.9,(+/- 2.7 ),17.3,(+/- 2.3 ),9.4,(+/- 2.1 ),6.4,(+/- 1.9 ),8.2,(+/- 2.2 ),19.2,(+/- 3.3 ),15.4,(+/- 2.6 ),15.7,(+/- 2.6 ),10.9,(+/- 2.2 ),20.8,(+/- 3.0 ),21.7,(+/- 3.3 ),16.7,(+/- 2.8 ),21.4,(+/- 3.6 ),18.4,(+/- 3.0 ),8.7,(+/- 2.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,20.5,(+/- 1.5 ),24.2,(+/- 1.3 ),11.9,(+/- 0.7 ),8.9,(+/- 0.7 ),13.7,(+/- 0.7 ),6.4,(+/- 0.6 ),5.7,(+/- 0.8 ),6.1,(+/- 0.7 ),12.4,(+/- 0.9 ),10.2,(+/- 0.9 ),10.1,(+/- 0.7 ),7.4,(+/- 0.6 ),11.7,(+/- 1.0 ),15.1,(+/- 0.8 ),9.8,(+/- 0.8 ),11.7,(+/- 0.9 ),11.3,(+/- 0.9 ),7.6,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,15.1,(+/- 2.0 ),17.2,(+/- 2.3 ),7.4,(+/- 1.0 ),6.9,(+/- 1.3 ),7.2,(+/- 0.9 ),4.2,(+/- 0.8 ),4.9,(+/- 0.9 ),6.2,(+/- 1.2 ),8.4,(+/- 1.0 ),6.9,(+/- 1.1 ),7.3,(+/- 0.9 ),6.4,(+/- 1.0 ),9.8,(+/- 1.7 ),9.6,(+/- 1.2 ),6.4,(+/- 1.2 ),7.6,(+/- 1.3 ),8.2,(+/- 1.5 ),6.6,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,23.1,(+/- 2.5 ),22.2,(+/- 2.2 ),10.3,(+/- 0.9 ),7.9,(+/- 1.1 ),9.8,(+/- 0.9 ),4.8,(+/- 0.8 ),4.0,(+/- 1.0 ),4.7,(+/- 1.0 ),10.5,(+/- 1.2 ),8.7,(+/- 1.1 ),8.7,(+/- 1.0 ),5.9,(+/- 0.8 ),11.9,(+/- 1.4 ),12.7,(+/- 1.2 ),9.4,(+/- 1.1 ),12.3,(+/- 1.6 ),9.8,(+/- 1.3 ),5.6,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,28.8,(+/- 2.2 ),36.2,(+/- 2.0 ),25.7,(+/- 1.7 ),20.4,(+/- 2.1 ),32.1,(+/- 1.8 ),18.1,(+/- 1.8 ),17.9,(+/- 2.4 ),17.3,(+/- 1.9 ),27.8,(+/- 2.2 ),24.8,(+/- 2.4 ),22.8,(+/- 1.7 ),20.2,(+/- 1.8 ),22.7,(+/- 1.9 ),24.7,(+/- 1.6 ),20.2,(+/- 1.9 ),24.1,(+/- 2.0 ),24.7,(+/- 1.8 ),18.6,(+/- 1.6 )
Education,School Enrollment,Population 3 years and over enrolled in school,176652,(+/- 7849 ),200892,(+/- 8191 ),152354,(+/- 3787 ),163677,(+/- 4091 ),173118,(+/- 3904 ),187249,(+/- 6505 ),175802,(+/- 6767 ),165669,(+/- 4204 ),143382,(+/- 3727 ),146474,(+/- 4277 ),150748,(+/- 4934 ),146951,(+/- 5127 ),177710,(+/- 9341 ),161581,(+/- 6021 ),175431,(+/- 5167 ),173281,(+/- 5716 ),154413,(+/- 4968 ),150301,(+/- 5890 )
Education,School Enrollment,"Nursery school, preschool",10706,(+/- 1829 ),11971,(+/- 2116 ),10205,(+/- 1231 ),9787,(+/- 1469 ),8555,(+/- 1144 ),13238,(+/- 1573 ),14153,(+/- 1595 ),9002,(+/- 1470 ),6965,(+/- 1027 ),7569,(+/- 998 ),8754,(+/- 1436 ),11884,(+/- 1596 ),12627,(+/- 2139 ),10206,(+/- 1884 ),7698,(+/- 1489 ),11073,(+/- 1678 ),8691,(+/- 1549 ),11735,(+/- 1493 )
Education,School Enrollment,Kindergarten,10785,(+/- 2137 ),6648,(+/- 1609 ),7952,(+/- 1083 ),7460,(+/- 1383 ),6428,(+/- 1182 ),9238,(+/- 1630 ),8757,(+/- 1285 ),8453,(+/- 1455 ),6202,(+/- 867 ),7316,(+/- 1260 ),6938,(+/- 1174 ),7789,(+/- 1266 ),9319,(+/- 1810 ),4993,(+/- 1179 ),9121,(+/- 1289 ),8064,(+/- 1504 ),7145,(+/- 1220 ),7164,(+/- 1367 )
Education,School Enrollment,Elementary school (grades 1-8),71262,(+/- 5250 ),59935,(+/- 4908 ),61845,(+/- 2194 ),71607,(+/- 2383 ),60504,(+/- 2488 ),72098,(+/- 4401 ),70318,(+/- 4190 ),67249,(+/- 2517 ),64096,(+/- 2654 ),64425,(+/- 2611 ),63098,(+/- 3091 ),60478,(+/- 3369 ),73399,(+/- 5285 ),49536,(+/- 3280 ),70249,(+/- 3196 ),76911,(+/- 3295 ),64962,(+/- 3438 ),63016,(+/- 3734 )
Education,School Enrollment,High school (grades 9-12),34757,(+/- 2854 ),31805,(+/- 2917 ),33392,(+/- 1864 ),37408,(+/- 1999 ),31301,(+/- 1724 ),42773,(+/- 2307 ),34765,(+/- 2132 ),40322,(+/- 1977 ),31949,(+/- 1749 ),32690,(+/- 1769 ),33271,(+/- 2296 ),34326,(+/- 2328 ),39900,(+/- 3213 ),26065,(+/- 2088 ),38569,(+/- 2328 ),38924,(+/- 2408 ),32760,(+/- 2065 ),34827,(+/- 2482 )
Education,School Enrollment,College or graduate school,49142,(+/- 3706 ),90533,(+/- 5121 ),38960,(+/- 2724 ),37415,(+/- 2245 ),66330,(+/- 2865 ),49902,(+/- 3983 ),47809,(+/- 3404 ),40643,(+/- 3206 ),34170,(+/- 2325 ),34474,(+/- 2775 ),38687,(+/- 2855 ),32474,(+/- 2523 ),42465,(+/- 3741 ),70781,(+/- 3536 ),49794,(+/- 3474 ),38309,(+/- 3369 ),40855,(+/- 3156 ),33559,(+/- 2495 )
Education,Educational Attainment,Population 25 years and over,487481,(+/- 11594 ),478445,(+/- 9374 ),491606,(+/- 2765 ),506749,(+/- 3726 ),478792,(+/- 3010 ),506336,(+/- 7213 ),494979,(+/- 7001 ),504804,(+/- 3627 ),487025,(+/- 3826 ),486771,(+/- 4787 ),499554,(+/- 5538 ),508812,(+/- 5651 ),500542,(+/- 8191 ),499614,(+/- 6412 ),499561,(+/- 5731 ),480362,(+/- 5326 ),494796,(+/- 6821 ),515746,(+/- 6291 )
Education,Educational Attainment,Less than 9th grade,31637,(+/- 4253 ),14734,(+/- 2147 ),12844,(+/- 1356 ),15347,(+/- 1887 ),13607,(+/- 1769 ),8857,(+/- 1696 ),13610,(+/- 1852 ),10053,(+/- 1951 ),14095,(+/- 1574 ),16272,(+/- 1671 ),15368,(+/- 1909 ),9548,(+/- 1421 ),25785,(+/- 3260 ),9820,(+/- 1615 ),17854,(+/- 1941 ),33508,(+/- 3716 ),16454,(+/- 2401 ),9772,(+/- 1666 )
Education,Educational Attainment,"9th to 12th grade, no diploma",54877,(+/- 4901 ),45361,(+/- 4032 ),29712,(+/- 2276 ),39293,(+/- 3021 ),30682,(+/- 2103 ),20989,(+/- 2344 ),21020,(+/- 2766 ),23414,(+/- 2576 ),39784,(+/- 2927 ),36431,(+/- 3208 ),34820,(+/- 3027 ),23685,(+/- 2095 ),34646,(+/- 3774 ),25894,(+/- 2173 ),33076,(+/- 3522 ),42653,(+/- 3948 ),36321,(+/- 3243 ),18523,(+/- 2093 )
Education,Educational Attainment,High school graduate (includes equivalency),163332,(+/- 7164 ),129416,(+/- 6890 ),198447,(+/- 5077 ),190401,(+/- 5862 ),208494,(+/- 5004 ),140020,(+/- 5677 ),137346,(+/- 5488 ),150305,(+/- 5493 ),229056,(+/- 6215 ),202143,(+/- 5566 ),198160,(+/- 5670 ),170266,(+/- 5080 ),148676,(+/- 5975 ),152477,(+/- 5379 ),177952,(+/- 5862 ),172873,(+/- 5668 ),197692,(+/- 6947 ),165388,(+/- 5564 )
Education,Educational Attainment,"Some college, no degree",78843,(+/- 5061 ),87616,(+/- 5882 ),77394,(+/- 3642 ),84468,(+/- 4810 ),66208,(+/- 3048 ),77361,(+/- 4009 ),72815,(+/- 4013 ),81255,(+/- 4356 ),72315,(+/- 3446 ),79062,(+/- 4099 ),79724,(+/- 4412 ),78663,(+/- 3643 ),80415,(+/- 5171 ),88875,(+/- 3692 ),83044,(+/- 4396 ),72625,(+/- 4238 ),87286,(+/- 4071 ),83262,(+/- 4250 )
Education,Educational Attainment,Associate's degree,25185,(+/- 2216 ),25558,(+/- 2527 ),42824,(+/- 2616 ),41867,(+/- 2140 ),39571,(+/- 2560 ),40299,(+/- 2948 ),35131,(+/- 2639 ),39232,(+/- 2798 ),41368,(+/- 2354 ),43439,(+/- 2185 ),46264,(+/- 2842 ),54971,(+/- 3108 ),34024,(+/- 3071 ),45589,(+/- 3089 ),41569,(+/- 3154 ),37999,(+/- 3056 ),44603,(+/- 3059 ),50724,(+/- 3126 )
Education,Educational Attainment,Bachelor's degree,82811,(+/- 5835 ),89599,(+/- 5619 ),81247,(+/- 3474 ),85935,(+/- 4068 ),71949,(+/- 3204 ),136238,(+/- 4340 ),123465,(+/- 4411 ),120846,(+/- 4747 ),58105,(+/- 3476 ),66302,(+/- 3526 ),79784,(+/- 4265 ),105551,(+/- 4115 ),108837,(+/- 4830 ),104508,(+/- 4523 ),89200,(+/- 5183 ),78336,(+/- 4053 ),73232,(+/- 3483 ),121026,(+/- 4770 )
Education,Educational Attainment,Graduate or professional degree,50796,(+/- 3458 ),86161,(+/- 4939 ),49138,(+/- 3049 ),49438,(+/- 3247 ),48281,(+/- 2817 ),82572,(+/- 4294 ),91592,(+/- 4036 ),79699,(+/- 4043 ),32302,(+/- 2648 ),43122,(+/- 3339 ),45434,(+/- 3246 ),66128,(+/- 3805 ),68159,(+/- 3776 ),72451,(+/- 3709 ),56866,(+/- 3026 ),42368,(+/- 3223 ),39208,(+/- 2528 ),67051,(+/- 3210 )
Education,Educational Attainment,Percent high school graduate or higher,82.3,(+/- 1.3 ),87.4,(+/- 0.9 ),91.3,(+/- 0.5 ),89.2,(+/- 0.7 ),90.7,(+/- 0.5 ),94.1,(+/- 0.5 ),93.0,(+/- 0.7 ),93.4,(+/- 0.6 ),88.9,(+/- 0.7 ),89.2,(+/- 0.7 ),90.0,(+/- 0.6 ),93.5,(+/- 0.5 ),87.9,(+/- 0.9 ),92.9,(+/- 0.6 ),89.8,(+/- 0.8 ),84.1,(+/- 1.0 ),89.3,(+/- 0.8 ),94.5,(+/- 0.5 )
Education,Educational Attainment,Percent bachelor's degree or higher,27.4,(+/- 1.2 ),36.7,(+/- 1.2 ),26.5,(+/- 1.0 ),26.7,(+/- 0.9 ),25.1,(+/- 0.8 ),43.2,(+/- 1.1 ),43.4,(+/- 1.0 ),39.7,(+/- 1.2 ),18.6,(+/- 0.9 ),22.5,(+/- 0.9 ),25.1,(+/- 1.0 ),33.7,(+/- 1.0 ),35.4,(+/- 1.1 ),35.4,(+/- 1.0 ),29.2,(+/- 1.0 ),25.1,(+/- 1.1 ),22.7,(+/- 0.9 ),36.5,(+/- 1.0 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag,District 09 Estimate,District 09 Flag,District 10 Estimate,District 10 Flag,District 11 Estimate,District 11 Flag,District 12 Estimate,District 12 Flag,District 13 Estimate,District 13 Flag,District 14 Estimate,District 14 Flag,District 15 Estimate,District 15 Flag,District 16 Estimate,District 16 Flag,District 17 Estimate,District 17 Flag,District 18 Estimate,District 18 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,272706,G,354970,G,267518,G,298000,G,219805,G,363929,G,298637,G,286996,G,212468,G,217401,G,261381,G,247564,G,314454,G,449041,G,304373,G,292513,G,256892,G,319821,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",0,N,a,D,147,G,77,G,354,G,168,G,330,G,30,J,155,H,272,G,183,J,70,G,8,J,a,D,138,G,450,G,46,H,56,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",0,N,b,D,2489,G,504,H,3613,G,175,G,269,G,277,J,4180,G,3349,G,1399,G,1856,G,123,J,636,G,217,G,406,H,571,G,9312,G
Business,Paid employees for pay period including March 12,Utilities,e,D,1885,H,1250,G,2049,H,1170,G,2417,G,1142,J,391,J,1760,G,1022,H,3003,H,2322,H,606,J,2350,H,2401,J,1789,H,1222,H,1450,J
Business,Paid employees for pay period including March 12,Construction,8044,G,3787,G,9904,G,13561,G,8207,G,12558,G,18294,G,17703,G,9835,G,9961,G,8487,G,13221,G,13916,G,14812,G,10684,G,22450,H,7548,G,26692,G
Business,Paid employees for pay period including March 12,Manufacturing,14437,G,3021,G,43732,G,41176,G,44777,G,32597,G,24909,G,34266,G,29554,G,36280,G,31677,G,28817,G,20911,G,21871,G,40805,G,46767,G,31196,G,25004,G
Business,Paid employees for pay period including March 12,Wholesale trade,10672,G,3729,G,10463,G,15592,G,5617,G,23587,G,12034,G,21437,G,7834,G,6844,G,11390,G,9705,G,21473,G,12960,G,19208,G,16159,G,11419,G,18320,G
Business,Paid employees for pay period including March 12,Retail trade,28364,G,20030,G,34924,G,38748,G,36641,G,49759,G,30517,G,41102,G,33569,G,36831,G,33148,G,37079,G,50334,G,38100,G,39786,G,36649,G,36810,G,42202,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,24069,H,2554,H,8606,G,16754,G,9783,G,11433,G,6473,H,8686,G,14559,G,9480,G,23999,G,10110,G,5498,G,8471,G,15996,G,9501,G,20003,G,12505,G
Business,Paid employees for pay period including March 12,Information,5243,G,11752,H,3876,G,4481,G,3396,G,10643,G,15749,H,5797,G,2768,G,2317,H,4744,G,4803,G,7378,G,10852,G,4627,G,3148,G,5643,G,5298,H
Business,Paid employees for pay period including March 12,Finance and insurance,12996,G,24535,H,10328,H,14339,H,5512,G,32153,H,20703,G,9864,G,5479,G,6832,G,13770,G,8123,G,14378,G,38770,G,10280,H,9721,H,9630,G,9835,H
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,5445,H,5857,G,2543,G,3197,G,2535,G,4036,G,4317,G,3759,G,1487,G,2231,G,2310,G,2660,G,4461,G,5934,G,3043,G,5572,H,1911,H,3918,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",12970,G,37519,G,11841,G,16591,G,6936,G,31345,G,26067,G,18817,G,6516,G,5981,G,11885,G,14460,G,22218,G,40017,G,11343,G,14492,G,7572,G,17508,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,6708,H,6915,H,4026,G,12207,G,2355,H,19102,G,13290,G,4415,G,2781,G,1368,H,10323,G,8308,G,12336,G,18917,G,12061,H,8247,H,4529,G,23677,H
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,15395,G,18324,G,11846,G,14236,G,8324,G,23153,G,25942,G,23868,G,9316,G,6389,G,16531,G,14277,G,23666,G,31385,G,15801,G,11478,G,13083,H,18140,G
Business,Paid employees for pay period including March 12,Educational services,12932,G,77024,H,11616,H,7315,G,3944,G,8912,G,12026,G,5610,G,4268,H,6950,J,6116,J,5890,G,10770,G,48422,G,11489,H,8631,G,12901,G,8153,G
Business,Paid employees for pay period including March 12,Health care and social assistance,51084,G,89909,G,60318,G,48648,G,38542,G,53036,G,46821,G,46832,G,43007,G,42596,G,47817,G,46513,G,67142,G,89481,H,59450,G,52772,G,51435,G,48442,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",21156,H,5555,G,3253,G,4114,G,3870,G,6817,G,4774,G,7353,H,2798,H,2378,G,2256,G,2841,G,3962,G,9713,G,6738,G,5121,G,7666,G,4869,G
Business,Paid employees for pay period including March 12,Accommodation and food services,30218,G,26384,G,23659,G,27962,G,22927,G,25995,G,21591,G,23005,G,21909,G,25270,G,21385,G,23003,G,22739,G,38726,G,27266,G,22333,G,24212,G,29258,G
Business,Paid employees for pay period including March 12,Other services (except public administration),12599,G,16086,G,12666,G,16428,G,11258,G,16021,G,13335,G,13754,G,10661,G,11008,G,10926,G,13458,G,12500,G,17540,G,13005,G,16776,G,9470,G,15117,G
Business,Paid employees for pay period including March 12,Industries not classified,34,J,56,J,31,J,21,G,44,H,22,J,54,J,30,H,32,J,42,H,32,J,48,J,35,H,84,G,35,J,51,H,25,H,65,H
Business,"Annual payroll ($1,000)",Total for all sectors,12899638,G,23069960,G,10332087,G,13040574,G,8004918,G,23030510,G,18738873,G,12890982,G,7621595,G,7823126,G,10946342,G,10757796,G,17521585,G,24128505,G,14872051,G,12855415,G,9671889,G,14953590,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",0,N,D,D,4318,G,4007,H,12244,G,5752,H,13680,G,435,G,4525,G,10093,H,10819,H,2018,H,309,J,D,D,6975,H,13847,G,1252,J,1308,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,D,D,156008,G,34487,H,196923,H,9068,G,14618,G,29363,J,240607,G,221326,H,85620,H,177118,G,8013,J,40724,G,8572,G,25098,H,36279,G,840706,G
Business,"Annual payroll ($1,000)",Utilities,D,D,244343,H,94096,G,233395,H,91507,G,325724,G,163024,J,46892,J,168214,G,88961,H,351329,H,231081,H,70859,J,230190,H,388702,J,145851,H,98457,H,129281,H
Business,"Annual payroll ($1,000)",Construction,584208,G,302774,G,541154,G,791892,G,390036,G,829236,G,1318992,G,1191631,G,474289,G,469350,G,409376,G,730503,G,1036635,G,1016951,G,639969,G,1243995,H,412777,G,1517009,G
Business,"Annual payroll ($1,000)",Manufacturing,898517,G,170827,G,2278192,G,2090877,G,2397520,G,1958851,G,2066813,H,1948385,G,1442569,G,1873262,G,1509070,G,1712094,G,1383022,G,1327156,G,2316094,G,2579432,G,1514521,G,1331026,G
Business,"Annual payroll ($1,000)",Wholesale trade,638325,G,237144,G,562257,G,833177,G,251898,G,2406285,G,915225,G,1316830,G,386051,G,301110,G,619547,G,582652,G,2351392,H,818686,G,1458174,G,880287,G,591329,G,1182648,H
Business,"Annual payroll ($1,000)",Retail trade,741322,G,521497,G,846936,G,953584,G,858803,G,1529886,G,879331,G,1166456,G,805685,G,858469,G,828529,G,950369,G,1389128,G,968814,G,1029425,G,942940,G,879615,G,1153493,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,1324388,H,175939,H,325685,G,704963,G,371057,G,489859,G,297434,G,346987,G,562714,H,352708,G,1021938,G,386899,G,207230,G,324141,G,688580,G,387277,G,808832,G,559156,G
Business,"Annual payroll ($1,000)",Information,396662,G,2041925,H,200089,G,236865,G,179630,H,1188487,H,2144562,H,428373,G,114218,G,82708,H,226345,G,324806,G,527126,G,863021,G,298237,G,161789,G,261531,G,468826,H
Business,"Annual payroll ($1,000)",Finance and insurance,1192291,G,3441969,H,661944,H,915192,G,275748,G,3260468,H,2185511,G,683251,G,269015,G,347706,G,753048,G,536779,G,1472643,G,3337265,G,684800,H,662325,H,540708,H,619585,H
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,240778,H,405693,G,88435,G,151845,G,100614,G,385946,G,299863,G,179855,G,48728,G,86336,G,95690,G,119969,G,293758,G,299190,G,123654,G,313282,H,73200,G,186468,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",931440,G,3768968,G,690086,G,1212645,G,345036,G,3151003,G,2392682,G,1338782,G,304900,G,254115,G,667642,G,961486,G,1971813,G,3334457,G,724293,G,856535,H,399796,G,1150748,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,497615,H,812159,H,274419,H,1015121,H,155604,H,2898871,G,1599021,H,355152,G,162717,G,74202,H,903822,G,792814,H,1558126,G,1932142,H,1503664,H,723503,H,300355,H,1985611,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,459711,G,747436,G,335152,G,424066,G,217548,G,839880,G,1158162,G,797440,G,253602,G,183179,G,510362,G,512393,G,1084532,G,1092311,G,515149,G,354558,G,382852,G,654291,G
Business,"Annual payroll ($1,000)",Educational services,500981,G,4204874,H,249234,G,199007,G,101873,G,321610,G,443238,H,184259,G,102187,H,187491,J,169312,J,178042,H,358971,G,2097318,G,424326,H,245904,G,426792,G,230334,G
