Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE,District 28 Estimate,District 28 MOE,District 29 Estimate,District 29 MOE,District 30 Estimate,District 30 MOE,District 31 Estimate,District 31 MOE,District 32 Estimate,District 32 MOE,District 33 Estimate,District 33 MOE,District 34 Estimate,District 34 MOE,District 35 Estimate,District 35 MOE,District 36 Estimate,District 36 MOE,District 37 Estimate,District 37 MOE,District 38 Estimate,District 38 MOE,District 39 Estimate,District 39 MOE,District 40 Estimate,District 40 MOE,District 41 Estimate,District 41 MOE,District 42 Estimate,District 42 MOE,District 43 Estimate,District 43 MOE,District 44 Estimate,District 44 MOE,District 45 Estimate,District 45 MOE,District 46 Estimate,District 46 MOE,District 47 Estimate,District 47 MOE,District 48 Estimate,District 48 MOE,District 49 Estimate,District 49 MOE,District 50 Estimate,District 50 MOE,District 51 Estimate,District 51 MOE,District 52 Estimate,District 52 MOE,District 53 Estimate,District 53 MOE
Workers,Employment Status,Unemployed,22081,(+/- 2323 ),21432,(+/- 2788 ),21559,(+/- 2516 ),18239,(+/- 2454 ),24518,(+/- 3268 ),28258,(+/- 3371 ),20698,(+/- 2511 ),28148,(+/- 2969 ),29608,(+/- 3668 ),32350,(+/- 3417 ),23555,(+/- 2700 ),20386,(+/- 2730 ),21654,(+/- 2497 ),16196,(+/- 2227 ),16211,(+/- 1968 ),38502,(+/- 3712 ),18043,(+/- 2275 ),13542,(+/- 1656 ),22787,(+/- 2732 ),19176,(+/- 2599 ),32713,(+/- 3690 ),27870,(+/- 3159 ),31096,(+/- 3923 ),19280,(+/- 2610 ),22429,(+/- 2519 ),18829,(+/- 2415 ),17851,(+/- 2388 ),30457,(+/- 3563 ),25254,(+/- 2600 ),27679,(+/- 2830 ),29564,(+/- 3874 ),22692,(+/- 2291 ),20938,(+/- 2324 ),26429,(+/- 2434 ),30979,(+/- 3242 ),29082,(+/- 3259 ),25121,(+/- 2453 ),21046,(+/- 2369 ),20250,(+/- 2905 ),27256,(+/- 2816 ),31078,(+/- 2942 ),26626,(+/- 2847 ),24895,(+/- 2706 ),28413,(+/- 3158 ),20443,(+/- 2242 ),20807,(+/- 2050 ),21910,(+/- 2314 ),17252,(+/- 2323 ),15051,(+/- 2127 ),23424,(+/- 2411 ),37228,(+/- 4140 ),18827,(+/- 2337 ),27619,(+/- 3808 )
Workers,Employment Status,Armed Forces,315,(+/- 178 ),1325,(+/- 854 ),6358,(+/- 1302 ),1428,(+/- 621 ),698,(+/- 513 ),399,(+/- 246 ),383,(+/- 254 ),9880,(+/- 1735 ),530,(+/- 276 ),364,(+/- 267 ),471,(+/- 415 ),138,(+/- 233 ),1196,(+/- 456 ),164,(+/- 163 ),367,(+/- 228 ),344,(+/- 240 ),215,(+/- 212 ),238,(+/- 193 ),0,(+/- 206 ),5864,(+/- 1435 ),4765,(+/- 1363 ),1065,(+/- 673 ),1387,(+/- 450 ),3570,(+/- 2316 ),358,(+/- 264 ),3311,(+/- 809 ),112,(+/- 111 ),319,(+/- 411 ),116,(+/- 116 ),355,(+/- 413 ),227,(+/- 268 ),146,(+/- 143 ),556,(+/- 437 ),103,(+/- 170 ),187,(+/- 175 ),539,(+/- 355 ),0,(+/- 206 ),500,(+/- 383 ),364,(+/- 301 ),229,(+/- 228 ),692,(+/- 546 ),1547,(+/- 635 ),50,(+/- 84 ),379,(+/- 227 ),0,(+/- 206 ),54,(+/- 89 ),229,(+/- 292 ),351,(+/- 284 ),25602,(+/- 2875 ),3992,(+/- 1092 ),13984,(+/- 3168 ),18956,(+/- 2782 ),9078,(+/- 1636 )
Workers,Employment Status,Not in labor force,281827,(+/- 5460 ),226757,(+/- 6323 ),237826,(+/- 8083 ),259124,(+/- 7377 ),207286,(+/- 6292 ),228567,(+/- 6084 ),220153,(+/- 6592 ),242139,(+/- 7510 ),228779,(+/- 6879 ),215556,(+/- 6106 ),218375,(+/- 5478 ),194099,(+/- 6225 ),208981,(+/- 5777 ),188935,(+/- 6178 ),203257,(+/- 6313 ),223268,(+/- 6908 ),203089,(+/- 7144 ),209617,(+/- 5668 ),190499,(+/- 6116 ),216982,(+/- 6026 ),226024,(+/- 7543 ),218183,(+/- 6656 ),232391,(+/- 7884 ),222197,(+/- 5467 ),213331,(+/- 6287 ),201639,(+/- 5665 ),233538,(+/- 7938 ),195384,(+/- 7790 ),198101,(+/- 8143 ),206359,(+/- 7661 ),216545,(+/- 6892 ),209743,(+/- 6529 ),210285,(+/- 6941 ),211753,(+/- 8351 ),206143,(+/- 7323 ),281480,(+/- 8390 ),211508,(+/- 7925 ),220528,(+/- 7722 ),215611,(+/- 6279 ),195150,(+/- 6976 ),216938,(+/- 6822 ),230511,(+/- 7620 ),203439,(+/- 8043 ),198921,(+/- 6888 ),216700,(+/- 6810 ),184997,(+/- 6607 ),202584,(+/- 7181 ),210537,(+/- 6751 ),197827,(+/- 7793 ),210103,(+/- 8300 ),230420,(+/- 8515 ),208841,(+/- 7355 ),204314,(+/- 9375 )
Workers,Employment Status,Civilian labor force,298622,(+/- 4619 ),361084,(+/- 6417 ),340397,(+/- 7787 ),337515,(+/- 7240 ),394127,(+/- 7795 ),370024,(+/- 6650 ),363019,(+/- 7244 ),296223,(+/- 8803 ),349565,(+/- 7068 ),350240,(+/- 6641 ),385292,(+/- 6654 ),471797,(+/- 7776 ),417180,(+/- 5773 ),425359,(+/- 7751 ),406651,(+/- 6832 ),307886,(+/- 6973 ),420696,(+/- 8794 ),386348,(+/- 9115 ),408869,(+/- 8644 ),358622,(+/- 6338 ),290123,(+/- 9567 ),346063,(+/- 9768 ),316145,(+/- 9625 ),376162,(+/- 6305 ),350747,(+/- 8197 ),368896,(+/- 5931 ),369435,(+/- 9673 ),418270,(+/- 10849 ),377007,(+/- 11035 ),420992,(+/- 13280 ),349533,(+/- 10758 ),368518,(+/- 9835 ),393125,(+/- 11187 ),401900,(+/- 11807 ),365307,(+/- 9036 ),313511,(+/- 7311 ),393398,(+/- 12159 ),343080,(+/- 9928 ),376907,(+/- 6606 ),343929,(+/- 9921 ),358392,(+/- 7423 ),378356,(+/- 8718 ),369746,(+/- 12321 ),344745,(+/- 9407 ),413296,(+/- 7521 ),380589,(+/- 7757 ),370657,(+/- 8979 ),390554,(+/- 7242 ),359773,(+/- 8553 ),376402,(+/- 9949 ),337739,(+/- 10423 ),391720,(+/- 10027 ),416056,(+/- 12181 )
Workers,Employment Status,Unemployment Rate,7.4,(+/- 0.8 ),5.9,(+/- 0.7 ),6.3,(+/- 0.7 ),5.4,(+/- 0.7 ),6.2,(+/- 0.8 ),7.6,(+/- 0.9 ),5.7,(+/- 0.7 ),9.5,(+/- 1.0 ),8.5,(+/- 1.0 ),9.2,(+/- 0.9 ),6.1,(+/- 0.7 ),4.3,(+/- 0.6 ),5.2,(+/- 0.6 ),3.8,(+/- 0.5 ),4.0,(+/- 0.5 ),12.5,(+/- 1.2 ),4.3,(+/- 0.5 ),3.5,(+/- 0.4 ),5.6,(+/- 0.6 ),5.3,(+/- 0.7 ),11.3,(+/- 1.1 ),8.1,(+/- 0.9 ),9.8,(+/- 1.2 ),5.1,(+/- 0.7 ),6.4,(+/- 0.7 ),5.1,(+/- 0.6 ),4.8,(+/- 0.6 ),7.3,(+/- 0.8 ),6.7,(+/- 0.6 ),6.6,(+/- 0.6 ),8.5,(+/- 1.0 ),6.2,(+/- 0.6 ),5.3,(+/- 0.6 ),6.6,(+/- 0.6 ),8.5,(+/- 0.9 ),9.3,(+/- 1.0 ),6.4,(+/- 0.6 ),6.1,(+/- 0.7 ),5.4,(+/- 0.7 ),7.9,(+/- 0.8 ),8.7,(+/- 0.8 ),7.0,(+/- 0.7 ),6.7,(+/- 0.7 ),8.2,(+/- 0.9 ),4.9,(+/- 0.5 ),5.5,(+/- 0.5 ),5.9,(+/- 0.6 ),4.4,(+/- 0.6 ),4.2,(+/- 0.6 ),6.2,(+/- 0.7 ),11.0,(+/- 1.1 ),4.8,(+/- 0.6 ),6.6,(+/- 0.9 )
Workers,Commuting to Work,Workers 16 years and over,268899,(+/- 5213 ),331574,(+/- 6633 ),316653,(+/- 7353 ),314233,(+/- 7137 ),359074,(+/- 7221 ),334333,(+/- 6712 ),336329,(+/- 7327 ),274079,(+/- 8662 ),309751,(+/- 7059 ),305756,(+/- 6554 ),352158,(+/- 7037 ),442166,(+/- 7192 ),384558,(+/- 5731 ),400186,(+/- 7695 ),352017,(+/- 7240 ),260884,(+/- 7438 ),343012,(+/- 8111 ),366450,(+/- 9196 ),376147,(+/- 8265 ),337299,(+/- 5976 ),253817,(+/- 8561 ),312406,(+/- 9643 ),278887,(+/- 9494 ),350083,(+/- 6812 ),320823,(+/- 7849 ),344440,(+/- 5833 ),344015,(+/- 9531 ),380653,(+/- 10366 ),340359,(+/- 10663 ),381173,(+/- 12034 ),309516,(+/- 9569 ),337027,(+/- 9252 ),363004,(+/- 10703 ),368073,(+/- 10970 ),327227,(+/- 8582 ),278170,(+/- 7365 ),359788,(+/- 11996 ),316526,(+/- 9302 ),350242,(+/- 6493 ),310536,(+/- 8865 ),316598,(+/- 8002 ),342179,(+/- 8324 ),336080,(+/- 12094 ),306246,(+/- 9315 ),384489,(+/- 7730 ),352817,(+/- 7485 ),340899,(+/- 8411 ),365564,(+/- 6574 ),361787,(+/- 8769 ),348697,(+/- 10166 ),306619,(+/- 9672 ),384607,(+/- 9578 ),387319,(+/- 12459 )
Workers,Commuting to Work,"Car, truck, or van -- drove alone",209680,(+/- 4648 ),234945,(+/- 7144 ),239480,(+/- 7661 ),248115,(+/- 7237 ),264513,(+/- 6752 ),253327,(+/- 6209 ),265670,(+/- 7207 ),208297,(+/- 8545 ),234663,(+/- 6644 ),240821,(+/- 7100 ),228805,(+/- 6959 ),137922,(+/- 6321 ),191919,(+/- 5381 ),265798,(+/- 7402 ),245159,(+/- 7166 ),198570,(+/- 7458 ),253659,(+/- 7681 ),273224,(+/- 7541 ),278592,(+/- 8021 ),236081,(+/- 6745 ),197461,(+/- 8003 ),252917,(+/- 9378 ),227365,(+/- 9018 ),245141,(+/- 7838 ),251748,(+/- 7083 ),264467,(+/- 6482 ),263639,(+/- 9287 ),278445,(+/- 8003 ),250577,(+/- 9681 ),291966,(+/- 9711 ),244843,(+/- 8676 ),257869,(+/- 7868 ),267994,(+/- 8929 ),218346,(+/- 8109 ),248524,(+/- 7952 ),217639,(+/- 7488 ),256624,(+/- 9362 ),257958,(+/- 8200 ),278227,(+/- 7298 ),224520,(+/- 7016 ),250050,(+/- 8231 ),268295,(+/- 7277 ),251567,(+/- 10441 ),234343,(+/- 8470 ),307207,(+/- 7969 ),264053,(+/- 6984 ),257630,(+/- 7099 ),287560,(+/- 7327 ),271709,(+/- 8586 ),270825,(+/- 8776 ),229233,(+/- 8284 ),285870,(+/- 8716 ),302325,(+/- 11236 )
Workers,Commuting to Work,"Car, truck, or van -- carpooled",23874,(+/- 2658 ),30228,(+/- 3796 ),36610,(+/- 4056 ),25679,(+/- 2622 ),46929,(+/- 4599 ),36673,(+/- 3776 ),30223,(+/- 2931 ),30298,(+/- 3841 ),42978,(+/- 4044 ),37124,(+/- 4301 ),38367,(+/- 3581 ),28985,(+/- 2866 ),38927,(+/- 3394 ),39829,(+/- 3856 ),37650,(+/- 3572 ),34261,(+/- 4538 ),36947,(+/- 3341 ),24204,(+/- 3004 ),48257,(+/- 3918 ),36436,(+/- 3578 ),33925,(+/- 3671 ),33005,(+/- 3892 ),31073,(+/- 3784 ),45651,(+/- 3930 ),35719,(+/- 4028 ),45692,(+/- 4782 ),32977,(+/- 3287 ),22678,(+/- 2972 ),41105,(+/- 3240 ),27192,(+/- 2806 ),36744,(+/- 3389 ),38759,(+/- 3564 ),21272,(+/- 2753 ),37706,(+/- 3471 ),45515,(+/- 3789 ),30784,(+/- 3661 ),26166,(+/- 3223 ),28957,(+/- 3384 ),37778,(+/- 3887 ),32542,(+/- 3165 ),40461,(+/- 3758 ),40772,(+/- 4513 ),38710,(+/- 3369 ),34421,(+/- 3375 ),28246,(+/- 3765 ),48627,(+/- 3766 ),36699,(+/- 3798 ),29594,(+/- 2980 ),25879,(+/- 3556 ),32030,(+/- 3313 ),32778,(+/- 3747 ),33604,(+/- 3489 ),35002,(+/- 4011 )
Workers,Commuting to Work,Public transportation (excluding taxicab),2341,(+/- 931 ),14225,(+/- 2310 ),6645,(+/- 1322 ),3043,(+/- 849 ),10067,(+/- 1465 ),7461,(+/- 1425 ),7593,(+/- 1506 ),5174,(+/- 1374 ),6440,(+/- 1377 ),3648,(+/- 1013 ),44644,(+/- 3851 ),155568,(+/- 5648 ),81379,(+/- 4043 ),59503,(+/- 4003 ),33126,(+/- 2928 ),3775,(+/- 1079 ),18217,(+/- 2216 ),12903,(+/- 1901 ),18942,(+/- 2784 ),6525,(+/- 2125 ),1310,(+/- 700 ),2601,(+/- 1159 ),2253,(+/- 820 ),9107,(+/- 2143 ),6386,(+/- 1177 ),4437,(+/- 997 ),13615,(+/- 1697 ),23973,(+/- 3334 ),21996,(+/- 2531 ),14310,(+/- 2561 ),6202,(+/- 1580 ),12682,(+/- 1643 ),7620,(+/- 1488 ),64751,(+/- 4277 ),6671,(+/- 1305 ),2668,(+/- 911 ),32525,(+/- 3564 ),7812,(+/- 1619 ),7509,(+/- 1249 ),27237,(+/- 2755 ),4288,(+/- 1021 ),2566,(+/- 836 ),19298,(+/- 2578 ),17632,(+/- 2425 ),5619,(+/- 1987 ),16040,(+/- 2533 ),15770,(+/- 2359 ),4617,(+/- 1335 ),6180,(+/- 1695 ),4470,(+/- 901 ),17628,(+/- 3353 ),8337,(+/- 1680 ),11024,(+/- 2016 )
Workers,Commuting to Work,Walked,7128,(+/- 1609 ),13916,(+/- 2058 ),6425,(+/- 1231 ),5859,(+/- 1483 ),8355,(+/- 1739 ),8634,(+/- 1670 ),3144,(+/- 824 ),5951,(+/- 1652 ),4856,(+/- 1396 ),5256,(+/- 1397 ),9711,(+/- 2209 ),52125,(+/- 4013 ),19407,(+/- 2471 ),9950,(+/- 1850 ),5017,(+/- 1244 ),6244,(+/- 1508 ),8035,(+/- 2055 ),11415,(+/- 1936 ),6740,(+/- 1342 ),14290,(+/- 2403 ),5396,(+/- 1305 ),3588,(+/- 955 ),3551,(+/- 1313 ),15717,(+/- 3573 ),2172,(+/- 784 ),6403,(+/- 1384 ),8000,(+/- 1488 ),13287,(+/- 2215 ),7016,(+/- 1288 ),6362,(+/- 1258 ),4359,(+/- 1329 ),8055,(+/- 1501 ),17401,(+/- 2265 ),22194,(+/- 2921 ),5040,(+/- 1551 ),5146,(+/- 1598 ),10842,(+/- 1884 ),4641,(+/- 992 ),5049,(+/- 1429 ),10642,(+/- 1636 ),4935,(+/- 1257 ),3730,(+/- 1256 ),6973,(+/- 1567 ),4658,(+/- 1045 ),8102,(+/- 1579 ),7191,(+/- 1670 ),9842,(+/- 1984 ),4837,(+/- 1022 ),16416,(+/- 2830 ),5578,(+/- 1562 ),10354,(+/- 2222 ),14669,(+/- 2283 ),7034,(+/- 1722 )
Workers,Commuting to Work,Other means,7117,(+/- 1587 ),7329,(+/- 1432 ),9542,(+/- 1514 ),5538,(+/- 1268 ),7910,(+/- 1742 ),9124,(+/- 1704 ),5817,(+/- 1173 ),5250,(+/- 1686 ),4805,(+/- 1099 ),4157,(+/- 1038 ),8391,(+/- 1690 ),37827,(+/- 3571 ),23387,(+/- 2671 ),7595,(+/- 1439 ),6686,(+/- 1193 ),8647,(+/- 1696 ),7859,(+/- 1050 ),17252,(+/- 1855 ),7060,(+/- 1443 ),26262,(+/- 3073 ),7824,(+/- 1707 ),7615,(+/- 2208 ),4390,(+/- 1162 ),13999,(+/- 2159 ),3629,(+/- 891 ),6031,(+/- 1396 ),6310,(+/- 1292 ),10582,(+/- 2217 ),7332,(+/- 1581 ),13213,(+/- 2460 ),3577,(+/- 1074 ),6649,(+/- 1353 ),11156,(+/- 2000 ),8506,(+/- 1501 ),3238,(+/- 994 ),5033,(+/- 1042 ),10918,(+/- 1851 ),4375,(+/- 949 ),4371,(+/- 1155 ),7133,(+/- 1358 ),3992,(+/- 966 ),7730,(+/- 1653 ),8402,(+/- 1844 ),6856,(+/- 1180 ),7314,(+/- 1739 ),6553,(+/- 1516 ),6790,(+/- 1120 ),8042,(+/- 1719 ),5990,(+/- 1250 ),9929,(+/- 2151 ),5167,(+/- 1272 ),8393,(+/- 1801 ),8370,(+/- 1910 )
Workers,Commuting to Work,Worked at home,18759,(+/- 1975 ),30931,(+/- 3064 ),17951,(+/- 2327 ),25999,(+/- 2621 ),21300,(+/- 2333 ),19114,(+/- 2578 ),23882,(+/- 2648 ),19109,(+/- 3044 ),16009,(+/- 2333 ),14750,(+/- 2780 ),22240,(+/- 2202 ),29739,(+/- 2826 ),29539,(+/- 2600 ),17511,(+/- 1986 ),24379,(+/- 2685 ),9387,(+/- 1645 ),18295,(+/- 2447 ),27452,(+/- 2596 ),16556,(+/- 2098 ),17705,(+/- 2085 ),7901,(+/- 1481 ),12680,(+/- 2095 ),10255,(+/- 1778 ),20468,(+/- 2541 ),21169,(+/- 2572 ),17410,(+/- 1944 ),19474,(+/- 2348 ),31688,(+/- 3042 ),12333,(+/- 1910 ),28130,(+/- 2990 ),13791,(+/- 2673 ),13013,(+/- 1777 ),37561,(+/- 3811 ),16570,(+/- 1933 ),18239,(+/- 2687 ),16900,(+/- 2023 ),22713,(+/- 2571 ),12783,(+/- 1658 ),17308,(+/- 2575 ),8462,(+/- 1341 ),12872,(+/- 1928 ),19086,(+/- 2376 ),11130,(+/- 1713 ),8336,(+/- 1465 ),28001,(+/- 3240 ),10353,(+/- 1649 ),14168,(+/- 1854 ),30914,(+/- 2779 ),35613,(+/- 3533 ),25865,(+/- 3611 ),11459,(+/- 1748 ),33734,(+/- 3019 ),23564,(+/- 3278 )
Workers,Commuting to Work,Mean travel time to work (minutes),21.8,(+/- 0.8 ),25.8,(+/- 0.6 ),28.6,(+/- 1.0 ),28.9,(+/- 0.9 ),28.7,(+/- 0.8 ),25.9,(+/- 0.7 ),28.0,(+/- 0.8 ),31.6,(+/- 1.2 ),34.8,(+/- 1.2 ),31.9,(+/- 1.2 ),36.0,(+/- 0.8 ),33.6,(+/- 0.5 ),32.6,(+/- 0.7 ),30.1,(+/- 0.5 ),35.4,(+/- 0.9 ),24.2,(+/- 1.0 ),27.4,(+/- 0.5 ),27.2,(+/- 0.6 ),32.3,(+/- 0.7 ),24.7,(+/- 0.8 ),22.2,(+/- 0.7 ),22.5,(+/- 0.7 ),24.4,(+/- 0.9 ),20.9,(+/- 0.8 ),36.6,(+/- 0.8 ),25.1,(+/- 0.6 ),30.2,(+/- 0.7 ),30.4,(+/- 0.6 ),32.0,(+/- 0.7 ),33.0,(+/- 0.6 ),29.3,(+/- 0.8 ),31.7,(+/- 0.7 ),29.3,(+/- 0.7 ),32.6,(+/- 0.7 ),32.5,(+/- 1.1 ),26.4,(+/- 1.1 ),30.4,(+/- 0.6 ),31.5,(+/- 0.8 ),34.0,(+/- 0.9 ),31.1,(+/- 0.6 ),33.7,(+/- 0.9 ),39.9,(+/- 0.9 ),29.6,(+/- 0.7 ),30.9,(+/- 0.6 ),26.0,(+/- 0.5 ),26.8,(+/- 0.6 ),30.3,(+/- 0.7 ),27.6,(+/- 0.6 ),26.2,(+/- 0.6 ),29.7,(+/- 0.9 ),26.5,(+/- 0.7 ),22.5,(+/- 0.5 ),26.0,(+/- 0.7 )
Workers,Occupation,Civilian employed population 16 years and over,276541,(+/- 5373 ),339652,(+/- 6183 ),318838,(+/- 7567 ),319276,(+/- 7397 ),369609,(+/- 7530 ),341766,(+/- 6832 ),342321,(+/- 7142 ),268075,(+/- 8663 ),319957,(+/- 7253 ),317890,(+/- 6670 ),361737,(+/- 6952 ),451411,(+/- 7512 ),395526,(+/- 5803 ),409163,(+/- 7546 ),390440,(+/- 7097 ),269384,(+/- 7304 ),402653,(+/- 8685 ),372806,(+/- 9265 ),386082,(+/- 8041 ),339446,(+/- 6382 ),257410,(+/- 8466 ),318193,(+/- 9806 ),285049,(+/- 9494 ),356882,(+/- 6843 ),328318,(+/- 7794 ),350067,(+/- 5958 ),351584,(+/- 9489 ),387813,(+/- 10229 ),351753,(+/- 10435 ),393313,(+/- 12480 ),319969,(+/- 9571 ),345826,(+/- 9381 ),372187,(+/- 10855 ),375471,(+/- 11204 ),334328,(+/- 8747 ),284429,(+/- 7712 ),368277,(+/- 12189 ),322034,(+/- 9434 ),356657,(+/- 6318 ),316673,(+/- 9289 ),327314,(+/- 7368 ),351730,(+/- 8400 ),344851,(+/- 12003 ),316332,(+/- 9260 ),392853,(+/- 7430 ),359782,(+/- 7726 ),348747,(+/- 8524 ),373302,(+/- 6955 ),344722,(+/- 8538 ),352978,(+/- 10304 ),300511,(+/- 8819 ),372893,(+/- 9850 ),388437,(+/- 12365 )
Workers,Occupation,"Management, business, science, and arts occupations",95752,(+/- 4761 ),148206,(+/- 6029 ),106173,(+/- 4749 ),135992,(+/- 5756 ),127336,(+/- 4863 ),122144,(+/- 5300 ),143444,(+/- 5500 ),73345,(+/- 4526 ),91327,(+/- 4882 ),87027,(+/- 5051 ),157782,(+/- 5180 ),268042,(+/- 6296 ),197654,(+/- 6633 ),185831,(+/- 6415 ),188527,(+/- 5967 ),56853,(+/- 4503 ),242621,(+/- 7745 ),227950,(+/- 7525 ),149032,(+/- 5623 ),105886,(+/- 4472 ),46082,(+/- 4160 ),108664,(+/- 5925 ),99700,(+/- 5630 ),129773,(+/- 5025 ),127614,(+/- 5038 ),130708,(+/- 4477 ),153477,(+/- 6666 ),189987,(+/- 6889 ),89764,(+/- 4737 ),187504,(+/- 7838 ),97721,(+/- 5750 ),97048,(+/- 4758 ),237836,(+/- 8720 ),106437,(+/- 4878 ),73363,(+/- 4403 ),76554,(+/- 4191 ),151143,(+/- 6693 ),103992,(+/- 5318 ),150443,(+/- 5151 ),50434,(+/- 3043 ),86019,(+/- 4792 ),124257,(+/- 5886 ),107384,(+/- 5958 ),61881,(+/- 3725 ),213916,(+/- 6867 ),83888,(+/- 4986 ),130492,(+/- 5943 ),168397,(+/- 6190 ),152275,(+/- 6945 ),121070,(+/- 5389 ),61553,(+/- 3610 ),216458,(+/- 7919 ),171702,(+/- 7198 )
Workers,Occupation,Service occupations,57538,(+/- 3409 ),70416,(+/- 5081 ),63981,(+/- 4658 ),58111,(+/- 3870 ),83844,(+/- 4517 ),71799,(+/- 4545 ),64127,(+/- 5016 ),62713,(+/- 4462 ),67132,(+/- 4886 ),55160,(+/- 4339 ),72320,(+/- 4580 ),69115,(+/- 4467 ),68870,(+/- 4325 ),77892,(+/- 5030 ),55131,(+/- 3935 ),61000,(+/- 4885 ),48024,(+/- 4260 ),45215,(+/- 4516 ),79743,(+/- 5266 ),64905,(+/- 3672 ),45653,(+/- 4268 ),59284,(+/- 5022 ),52569,(+/- 4564 ),77717,(+/- 5043 ),60552,(+/- 3491 ),59953,(+/- 4341 ),63156,(+/- 4834 ),64950,(+/- 5305 ),86464,(+/- 4655 ),65577,(+/- 5227 ),59863,(+/- 4544 ),71500,(+/- 4031 ),34124,(+/- 3831 ),92965,(+/- 5036 ),65322,(+/- 4782 ),70379,(+/- 5032 ),81000,(+/- 6160 ),55190,(+/- 4262 ),54030,(+/- 3887 ),65191,(+/- 4550 ),55952,(+/- 3859 ),66768,(+/- 5424 ),81669,(+/- 5830 ),64365,(+/- 4790 ),50035,(+/- 3992 ),93095,(+/- 5230 ),69202,(+/- 4467 ),61390,(+/- 3607 ),58943,(+/- 4717 ),68879,(+/- 5195 ),89902,(+/- 5618 ),48949,(+/- 3923 ),77382,(+/- 6026 )
Workers,Occupation,Sales and office occupations,61824,(+/- 4133 ),69051,(+/- 5151 ),70270,(+/- 4073 ),76317,(+/- 4619 ),88355,(+/- 4547 ),83475,(+/- 4766 ),82555,(+/- 4504 ),64414,(+/- 4517 ),75275,(+/- 4254 ),77354,(+/- 4629 ),77952,(+/- 3781 ),80310,(+/- 4646 ),76250,(+/- 4666 ),89194,(+/- 4812 ),88089,(+/- 4622 ),59864,(+/- 4400 ),64173,(+/- 4526 ),64927,(+/- 4220 ),84304,(+/- 3991 ),72668,(+/- 4814 ),50010,(+/- 4181 ),73053,(+/- 4627 ),62514,(+/- 4522 ),74655,(+/- 4851 ),74580,(+/- 4367 ),74668,(+/- 4350 ),86532,(+/- 4614 ),85318,(+/- 5571 ),79296,(+/- 3949 ),90285,(+/- 5095 ),83241,(+/- 4869 ),88820,(+/- 4346 ),76662,(+/- 5454 ),88985,(+/- 4768 ),86859,(+/- 5082 ),65941,(+/- 5329 ),81568,(+/- 5500 ),88350,(+/- 4868 ),96626,(+/- 4088 ),81770,(+/- 4698 ),84503,(+/- 4710 ),88984,(+/- 4741 ),84557,(+/- 4908 ),79132,(+/- 4223 ),92105,(+/- 5599 ),84784,(+/- 5316 ),79100,(+/- 4884 ),95045,(+/- 4766 ),82128,(+/- 5376 ),88461,(+/- 5432 ),71412,(+/- 4961 ),74678,(+/- 4835 ),86703,(+/- 4818 )
Workers,Occupation,"Natural resources, construction, and maintenance occupations",32074,(+/- 2847 ),27395,(+/- 2612 ),41847,(+/- 3084 ),26083,(+/- 2620 ),35273,(+/- 3366 ),28853,(+/- 3305 ),25270,(+/- 2698 ),31044,(+/- 2895 ),43841,(+/- 3613 ),45255,(+/- 3539 ),27740,(+/- 2729 ),14397,(+/- 2453 ),22274,(+/- 2131 ),23643,(+/- 2655 ),22780,(+/- 2618 ),47134,(+/- 3750 ),18873,(+/- 2847 ),17213,(+/- 2218 ),33067,(+/- 3227 ),60837,(+/- 4613 ),74871,(+/- 4929 ),39340,(+/- 3880 ),39273,(+/- 3962 ),47561,(+/- 4044 ),26350,(+/- 2567 ),47322,(+/- 4363 ),18675,(+/- 2212 ),20836,(+/- 2117 ),43965,(+/- 3384 ),22064,(+/- 2972 ),28190,(+/- 3302 ),31265,(+/- 3169 ),8615,(+/- 1782 ),31564,(+/- 3565 ),37720,(+/- 3349 ),39556,(+/- 3593 ),21163,(+/- 2665 ),24371,(+/- 2460 ),19711,(+/- 2789 ),33839,(+/- 2831 ),36601,(+/- 3462 ),33798,(+/- 3862 ),23403,(+/- 2456 ),37865,(+/- 3323 ),15016,(+/- 2296 ),37142,(+/- 3759 ),23457,(+/- 2544 ),19860,(+/- 2421 ),22547,(+/- 3099 ),39666,(+/- 3565 ),36993,(+/- 3455 ),12345,(+/- 2028 ),26471,(+/- 3986 )
