Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE
Business,"Annual payroll ($1,000)",Educational services,201187,G,128170,H,76944,G,63473,G,1619685,H,368805,G,176688,G,66561,G,112920,G,63943,G,250391,G,63133,G,69110,G,82602,G
Business,"Annual payroll ($1,000)",Health care and social assistance,1523318,G,1656525,G,1396893,G,915672,G,3321000,G,2616651,G,1512256,G,1296633,G,1139578,H,1020256,G,1774515,H,2128043,G,1307554,G,968720,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",67379,H,24148,H,46378,G,32118,G,567176,G,150916,G,93768,G,31166,H,239685,H,48098,G,108940,G,52019,H,57968,H,25574,G
Business,"Annual payroll ($1,000)",Accommodation and food services,625872,G,279465,G,366253,G,273893,G,1272539,G,688344,G,468998,G,322435,G,303086,G,299712,G,652316,G,319243,G,373468,G,256723,G
Business,"Annual payroll ($1,000)",Other services (except public administration),308064,G,219480,G,253372,G,186060,G,848019,G,611109,G,461270,G,174273,G,207165,G,189725,G,454630,G,210188,G,203568,G,190192,G
Business,"Annual payroll ($1,000)",Industries not classified,516,G,1269,H,1433,H,458,G,2025,H,1755,G,1189,G,674,G,1078,G,936,G,1048,H,553,G,664,H,209,G
Business,Total Establishments,Total for all sectors,15521,X,12943,X,14518,X,10955,X,21713,X,28100,X,24240,X,13277,X,14383,X,12841,X,20722,X,13078,X,11030,X,10503,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",118,X,177,X,47,X,6,X,3,X,14,X,18,X,163,X,64,X,112,X,19,X,174,X,2,X,34,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",10,X,15,X,11,X,8,X,5,X,7,X,4,X,12,X,43,X,39,X,11,X,13,X,5,X,12,X
Business,Total Establishments,Utilities,70,X,47,X,45,X,17,X,47,X,31,X,18,X,74,X,50,X,55,X,28,X,64,X,23,X,30,X
Business,Total Establishments,Construction,1168,X,774,X,1267,X,917,X,691,X,1470,X,2176,X,915,X,1627,X,1368,X,1741,X,1027,X,923,X,885,X
Business,Total Establishments,Manufacturing,402,X,486,X,547,X,383,X,537,X,425,X,827,X,456,X,846,X,439,X,565,X,471,X,308,X,740,X
Business,Total Establishments,Wholesale trade,619,X,705,X,632,X,638,X,1245,X,1838,X,2262,X,609,X,772,X,518,X,1210,X,586,X,520,X,620,X
Business,Total Establishments,Retail trade,2888,X,2630,X,2513,X,1692,X,2586,X,2608,X,2965,X,2615,X,2536,X,2048,X,2495,X,2546,X,1852,X,2060,X
Business,Total Establishments,Transportation and warehousing,660,X,423,X,472,X,405,X,812,X,397,X,638,X,383,X,431,X,375,X,351,X,392,X,535,X,317,X
Business,Total Establishments,Information,206,X,160,X,180,X,162,X,704,X,803,X,474,X,176,X,172,X,161,X,390,X,173,X,149,X,126,X
Business,Total Establishments,Finance and insurance,942,X,960,X,972,X,527,X,1106,X,2363,X,1496,X,936,X,821,X,774,X,1614,X,848,X,571,X,701,X
Business,Total Establishments,Real estate and rental and leasing,800,X,555,X,758,X,490,X,1347,X,1689,X,1135,X,559,X,635,X,634,X,1287,X,526,X,495,X,341,X
Business,Total Establishments,"Professional, scientific, and technical services",1438,X,1027,X,1294,X,1261,X,4076,X,6218,X,3864,X,1087,X,1283,X,1268,X,3354,X,1138,X,974,X,830,X
Business,Total Establishments,Management of companies and enterprises,79,X,77,X,70,X,53,X,201,X,445,X,200,X,76,X,48,X,45,X,261,X,58,X,54,X,52,X
Business,Total Establishments,Administrative and support and waste management and remediation services,786,X,551,X,755,X,620,X,1019,X,1801,X,1539,X,549,X,737,X,732,X,1367,X,568,X,628,X,458,X
Business,Total Establishments,Educational services,162,X,107,X,170,X,175,X,358,X,566,X,401,X,109,X,146,X,147,X,310,X,116,X,164,X,98,X
Business,Total Establishments,Health care and social assistance,1586,X,1526,X,1667,X,1361,X,2186,X,2989,X,2158,X,1755,X,1337,X,1408,X,2035,X,1657,X,1484,X,1040,X
Business,Total Establishments,"Arts, entertainment, and recreation",208,X,131,X,200,X,165,X,474,X,388,X,297,X,140,X,184,X,186,X,298,X,135,X,136,X,113,X
Business,Total Establishments,Accommodation and food services,1794,X,1132,X,1335,X,974,X,2223,X,1954,X,1784,X,1315,X,1175,X,1127,X,1624,X,1207,X,1108,X,948,X
Business,Total Establishments,Other services (except public administration),1552,X,1420,X,1561,X,1079,X,2026,X,2031,X,1939,X,1321,X,1451,X,1372,X,1718,X,1355,X,1079,X,1081,X
Business,Total Establishments,Industries not classified,33,X,40,X,22,X,22,X,67,X,63,X,45,X,27,X,25,X,33,X,44,X,24,X,20,X,17,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
