Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",86797,G,58719,G,91192,G,45099,G,43644,G,58534,G,45598,G,82438,G,59503,G,38519,G,233824,H,225338,H,293788,J,194090,H
Business,"Annual payroll ($1,000)",Accommodation and food services,576175,G,387118,G,478256,G,377913,G,316553,G,373117,G,280888,G,381748,G,448061,G,285499,G,652439,G,513129,G,523110,H,458485,G
Business,"Annual payroll ($1,000)",Other services (except public administration),246524,G,355558,G,368946,G,192935,G,235598,G,277602,G,223100,G,460858,G,363798,G,184219,G,500391,G,391595,H,249157,G,459519,G
Business,"Annual payroll ($1,000)",Industries not classified,498,G,470,G,661,G,3087,G,739,G,944,G,580,G,780,H,1953,G,1088,G,533,G,390,H,329,G,1052,G
Business,Total Establishments,Total for all sectors,19613,X,16309,X,15561,X,13743,X,13682,X,14418,X,12547,X,15794,X,17510,X,14691,X,23820,X,15264,X,9949,X,16104,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",293,X,31,X,31,X,72,X,13,X,32,X,26,X,21,X,2,X,28,X,10,X,6,X,3,X,3,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",129,X,13,X,18,X,59,X,19,X,25,X,20,X,16,X,6,X,14,X,5,X,3,X,8,X,1,X
Business,Total Establishments,Utilities,76,X,26,X,19,X,34,X,17,X,47,X,28,X,16,X,8,X,30,X,12,X,23,X,19,X,17,X
Business,Total Establishments,Construction,2327,X,1610,X,1329,X,1429,X,993,X,1313,X,1212,X,1505,X,1230,X,1860,X,1677,X,850,X,511,X,717,X
Business,Total Establishments,Manufacturing,995,X,1428,X,943,X,651,X,597,X,1044,X,863,X,707,X,1259,X,1168,X,1246,X,566,X,487,X,483,X
Business,Total Establishments,Wholesale trade,659,X,1048,X,853,X,476,X,549,X,681,X,563,X,780,X,939,X,628,X,1821,X,605,X,514,X,811,X
Business,Total Establishments,Retail trade,3411,X,2641,X,2102,X,2451,X,2470,X,2328,X,1968,X,2196,X,2504,X,2268,X,3057,X,2591,X,2224,X,2497,X
Business,Total Establishments,Transportation and warehousing,541,X,470,X,378,X,375,X,320,X,370,X,378,X,297,X,485,X,488,X,494,X,703,X,612,X,308,X
Business,Total Establishments,Information,333,X,242,X,264,X,331,X,214,X,198,X,197,X,274,X,281,X,157,X,420,X,285,X,131,X,396,X
Business,Total Establishments,Finance and insurance,1064,X,889,X,1123,X,783,X,815,X,878,X,735,X,979,X,870,X,801,X,1639,X,755,X,355,X,1039,X
Business,Total Establishments,Real estate and rental and leasing,648,X,539,X,591,X,434,X,467,X,479,X,424,X,576,X,653,X,450,X,876,X,575,X,313,X,746,X
Business,Total Establishments,"Professional, scientific, and technical services",1400,X,1178,X,1639,X,823,X,1049,X,1157,X,966,X,1948,X,2026,X,1097,X,3516,X,1705,X,512,X,2395,X
Business,Total Establishments,Management of companies and enterprises,71,X,142,X,137,X,65,X,99,X,88,X,65,X,78,X,92,X,65,X,329,X,118,X,64,X,176,X
Business,Total Establishments,Administrative and support and waste management and remediation services,888,X,792,X,867,X,561,X,614,X,681,X,648,X,950,X,923,X,854,X,1621,X,764,X,482,X,930,X
Business,Total Establishments,Educational services,158,X,167,X,202,X,100,X,131,X,134,X,123,X,234,X,173,X,127,X,291,X,221,X,105,X,197,X
Business,Total Establishments,Health care and social assistance,1975,X,1525,X,1662,X,1608,X,2197,X,1506,X,1473,X,1984,X,2583,X,1751,X,2708,X,2013,X,1202,X,2436,X
Business,Total Establishments,"Arts, entertainment, and recreation",430,X,266,X,246,X,243,X,190,X,254,X,248,X,263,X,188,X,206,X,322,X,219,X,82,X,174,X
Business,Total Establishments,Accommodation and food services,2107,X,1376,X,1270,X,1236,X,1318,X,1470,X,1170,X,1288,X,1517,X,1225,X,1845,X,1641,X,1020,X,1284,X
Business,Total Establishments,Other services (except public administration),2076,X,1880,X,1826,X,1594,X,1554,X,1692,X,1400,X,1655,X,1683,X,1408,X,1908,X,1598,X,1289,X,1468,X
Business,Total Establishments,Industries not classified,32,X,46,X,61,X,418,X,56,X,41,X,40,X,27,X,88,X,66,X,23,X,23,X,16,X,26,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
