Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,71740,(+/- 3732 ),76824,(+/- 3701 ),67070,(+/- 4151 ),76058,(+/- 4369 ),60187,(+/- 3829 ),84360,(+/- 4385 ),62014,(+/- 3782 ),80883,(+/- 4505 ),75019,(+/- 4485 ),67192,(+/- 4135 ),105232,(+/- 3991 ),90241,(+/- 3997 ),69386,(+/- 3599 ),60625,(+/- 3255 ),68365,(+/- 3713 ),86403,(+/- 3600 ),87080,(+/- 4716 ),89218,(+/- 5545 ),88685,(+/- 3886 ),60074,(+/- 3763 ),79342,(+/- 3755 ),75678,(+/- 4103 ),71570,(+/- 4098 ),55566,(+/- 3985 ),66926,(+/- 3548 ),59798,(+/- 3982 ),61954,(+/- 4669 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,38153,(+/- 2697 ),39917,(+/- 2769 ),33566,(+/- 2522 ),37707,(+/- 3443 ),26962,(+/- 2586 ),40031,(+/- 2727 ),33302,(+/- 2212 ),40524,(+/- 3182 ),26135,(+/- 2768 ),29296,(+/- 2869 ),41220,(+/- 3250 ),37911,(+/- 2931 ),41325,(+/- 2605 ),29582,(+/- 2497 ),30600,(+/- 2081 ),37905,(+/- 2385 ),35677,(+/- 2781 ),41286,(+/- 2891 ),31519,(+/- 2649 ),29268,(+/- 2755 ),40897,(+/- 2963 ),43719,(+/- 2640 ),43705,(+/- 3236 ),28765,(+/- 2429 ),35235,(+/- 3130 ),33499,(+/- 2546 ),32270,(+/- 2573 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,17175,(+/- 1938 ),15279,(+/- 1600 ),18200,(+/- 1920 ),15484,(+/- 1809 ),14453,(+/- 1667 ),19455,(+/- 1919 ),15780,(+/- 1706 ),16734,(+/- 1746 ),9711,(+/- 1431 ),11540,(+/- 1856 ),15065,(+/- 1899 ),15592,(+/- 1622 ),19327,(+/- 1842 ),14860,(+/- 1701 ),14561,(+/- 1571 ),15201,(+/- 1860 ),17759,(+/- 2056 ),14620,(+/- 1604 ),12916,(+/- 1659 ),10361,(+/- 1543 ),12931,(+/- 1607 ),18121,(+/- 1698 ),11909,(+/- 1606 ),14867,(+/- 1768 ),12261,(+/- 1754 ),13495,(+/- 1573 ),16133,(+/- 1927 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,18983,(+/- 1777 ),13512,(+/- 1783 ),12340,(+/- 1769 ),9754,(+/- 1594 ),18592,(+/- 1678 ),9854,(+/- 1549 ),10947,(+/- 1421 ),11558,(+/- 1396 ),6485,(+/- 1006 ),7694,(+/- 1317 ),6633,(+/- 1389 ),7604,(+/- 1387 ),13540,(+/- 1337 ),11680,(+/- 1324 ),10893,(+/- 1420 ),8565,(+/- 1285 ),7994,(+/- 1560 ),6353,(+/- 1015 ),4394,(+/- 944 ),7969,(+/- 1269 ),6090,(+/- 1013 ),8930,(+/- 1400 ),6842,(+/- 968 ),13627,(+/- 1599 ),6149,(+/- 1145 ),7689,(+/- 1171 ),15678,(+/- 1652 )
Housing,Value,Owner-occupied units,189911,(+/- 5103 ),187982,(+/- 4753 ),166877,(+/- 4236 ),203445,(+/- 5703 ),136204,(+/- 4454 ),214231,(+/- 5777 ),161917,(+/- 4449 ),210296,(+/- 5855 ),170284,(+/- 5897 ),151641,(+/- 5163 ),253197,(+/- 6416 ),218019,(+/- 4600 ),191928,(+/- 4632 ),150527,(+/- 4455 ),172078,(+/- 6028 ),221131,(+/- 4457 ),221353,(+/- 5102 ),211961,(+/- 6274 ),212352,(+/- 5673 ),130054,(+/- 4636 ),195715,(+/- 4262 ),190931,(+/- 5287 ),176702,(+/- 5282 ),110610,(+/- 4626 ),136406,(+/- 4876 ),136674,(+/- 4976 ),134699,(+/- 3998 )
Housing,Value,"Less than $50,000",14559,(+/- 1631 ),23251,(+/- 2369 ),17621,(+/- 2051 ),8282,(+/- 1534 ),22185,(+/- 2101 ),17314,(+/- 1682 ),5558,(+/- 1181 ),14274,(+/- 1787 ),16679,(+/- 1858 ),9285,(+/- 1594 ),33558,(+/- 2924 ),25881,(+/- 2051 ),20944,(+/- 1928 ),9636,(+/- 1504 ),19025,(+/- 1820 ),15485,(+/- 1646 ),24870,(+/- 2266 ),13657,(+/- 1738 ),9866,(+/- 1481 ),8263,(+/- 1382 ),9693,(+/- 1453 ),9013,(+/- 1403 ),6384,(+/- 1174 ),5382,(+/- 1164 ),5460,(+/- 1071 ),3563,(+/- 942 ),1930,(+/- 660 )
Housing,Value,"$50,000 to $99,999",30575,(+/- 2610 ),38487,(+/- 2730 ),32994,(+/- 3177 ),15178,(+/- 1734 ),34642,(+/- 2603 ),31083,(+/- 2379 ),13315,(+/- 2006 ),33948,(+/- 2809 ),25007,(+/- 2385 ),17549,(+/- 2237 ),50271,(+/- 3081 ),42013,(+/- 2690 ),25862,(+/- 2140 ),17975,(+/- 1931 ),25257,(+/- 2041 ),22275,(+/- 2072 ),43118,(+/- 2734 ),21435,(+/- 2008 ),16158,(+/- 1750 ),20387,(+/- 2232 ),21662,(+/- 2294 ),16181,(+/- 1785 ),10379,(+/- 1283 ),13119,(+/- 2014 ),8676,(+/- 1419 ),4731,(+/- 1180 ),3631,(+/- 915 )
Housing,Value,"$100,000 to $149,999",33977,(+/- 2905 ),28127,(+/- 2673 ),32183,(+/- 2612 ),23183,(+/- 2513 ),32360,(+/- 3056 ),38030,(+/- 2487 ),18418,(+/- 2090 ),35451,(+/- 3131 ),23994,(+/- 2642 ),21033,(+/- 2193 ),44972,(+/- 3320 ),30466,(+/- 1932 ),27126,(+/- 2478 ),19273,(+/- 2278 ),29667,(+/- 2475 ),23595,(+/- 2186 ),34884,(+/- 3063 ),24142,(+/- 3043 ),24769,(+/- 2267 ),21330,(+/- 2366 ),21446,(+/- 1950 ),17600,(+/- 1874 ),15553,(+/- 2172 ),17202,(+/- 2095 ),13795,(+/- 1933 ),10430,(+/- 1661 ),6700,(+/- 1333 )
Housing,Value,"$150,000 to $199,999",33457,(+/- 2627 ),30780,(+/- 2463 ),26377,(+/- 2732 ),31938,(+/- 2940 ),25198,(+/- 2354 ),42175,(+/- 3137 ),29534,(+/- 2888 ),36300,(+/- 3636 ),36336,(+/- 3723 ),25497,(+/- 2916 ),43381,(+/- 3207 ),33330,(+/- 2718 ),33558,(+/- 2753 ),23041,(+/- 2156 ),38588,(+/- 3676 ),35426,(+/- 2689 ),36306,(+/- 3104 ),29973,(+/- 2963 ),29867,(+/- 2547 ),23658,(+/- 2496 ),24116,(+/- 2515 ),18860,(+/- 1865 ),19523,(+/- 2294 ),23409,(+/- 2192 ),19405,(+/- 1814 ),21201,(+/- 2092 ),11556,(+/- 1827 )
Housing,Value,"$200,000 to $299,999",41128,(+/- 3070 ),40037,(+/- 3021 ),33352,(+/- 2814 ),58178,(+/- 3926 ),14284,(+/- 1864 ),49593,(+/- 3238 ),46017,(+/- 3245 ),44289,(+/- 2947 ),42010,(+/- 3897 ),39864,(+/- 3087 ),44034,(+/- 3460 ),43593,(+/- 2904 ),39346,(+/- 2422 ),32036,(+/- 2462 ),40287,(+/- 2836 ),54582,(+/- 2931 ),39877,(+/- 2908 ),47238,(+/- 3479 ),44151,(+/- 2759 ),32564,(+/- 3594 ),41409,(+/- 2470 ),33074,(+/- 2598 ),39324,(+/- 2564 ),28385,(+/- 2643 ),41002,(+/- 3398 ),39182,(+/- 2916 ),27934,(+/- 2253 )
Housing,Value,"$300,000 to $499,999",25083,(+/- 2335 ),18886,(+/- 1965 ),18872,(+/- 2310 ),43023,(+/- 3198 ),4978,(+/- 897 ),25731,(+/- 2252 ),34969,(+/- 2702 ),29951,(+/- 2261 ),21976,(+/- 2697 ),24808,(+/- 2553 ),29240,(+/- 2769 ),30795,(+/- 2418 ),25825,(+/- 2317 ),29434,(+/- 2515 ),14523,(+/- 1680 ),42217,(+/- 2777 ),30682,(+/- 2687 ),47435,(+/- 2926 ),45045,(+/- 2866 ),17927,(+/- 2294 ),51556,(+/- 2656 ),55292,(+/- 3598 ),51776,(+/- 3251 ),14152,(+/- 1486 ),33768,(+/- 2577 ),44250,(+/- 3156 ),37183,(+/- 2542 )
Housing,Value,"$500,000 to $999,999",8251,(+/- 1467 ),6633,(+/- 1250 ),4697,(+/- 979 ),18258,(+/- 1898 ),2068,(+/- 686 ),8171,(+/- 1281 ),11481,(+/- 1477 ),12316,(+/- 1652 ),3611,(+/- 856 ),9746,(+/- 1752 ),6298,(+/- 1576 ),9994,(+/- 1208 ),15369,(+/- 1475 ),15399,(+/- 1466 ),4074,(+/- 871 ),21909,(+/- 2101 ),9851,(+/- 1054 ),21085,(+/- 2005 ),27166,(+/- 2402 ),5302,(+/- 1149 ),18065,(+/- 1873 ),29926,(+/- 2252 ),26252,(+/- 2597 ),6359,(+/- 1092 ),12840,(+/- 1938 ),10498,(+/- 1280 ),29351,(+/- 2513 )
Housing,Value,"$1,000,000 or more",2881,(+/- 737 ),1781,(+/- 615 ),781,(+/- 485 ),5405,(+/- 869 ),489,(+/- 252 ),2134,(+/- 527 ),2625,(+/- 755 ),3767,(+/- 838 ),671,(+/- 374 ),3859,(+/- 1096 ),1443,(+/- 649 ),1947,(+/- 629 ),3898,(+/- 626 ),3733,(+/- 998 ),657,(+/- 317 ),5642,(+/- 933 ),1765,(+/- 547 ),6996,(+/- 1208 ),15330,(+/- 1858 ),623,(+/- 249 ),7768,(+/- 1108 ),10985,(+/- 1403 ),7511,(+/- 1465 ),2602,(+/- 719 ),1460,(+/- 654 ),2819,(+/- 804 ),16414,(+/- 1602 )
Housing,Value,Median (dollars),170300,(+/- 3410 ),155800,(+/- 4939 ),151000,(+/- 5984 ),238400,(+/- 5529 ),114800,(+/- 3294 ),172900,(+/- 3514 ),229100,(+/- 5214 ),177200,(+/- 5568 ),173000,(+/- 4733 ),205800,(+/- 7770 ),147500,(+/- 3760 ),164800,(+/- 3428 ),181700,(+/- 4395 ),213500,(+/- 5763 ),163500,(+/- 2813 ),222800,(+/- 5136 ),158800,(+/- 3358 ),233800,(+/- 6102 ),254900,(+/- 7056 ),179800,(+/- 6303 ),252300,(+/- 7061 ),302100,(+/- 8337 ),292600,(+/- 7074 ),191300,(+/- 4653 ),252800,(+/- 6129 ),273100,(+/- 6376 ),367600,(+/- 11512 )
Housing,Mortgage Status,Owner-occupied units,189911,(+/- 5103 ),187982,(+/- 4753 ),166877,(+/- 4236 ),203445,(+/- 5703 ),136204,(+/- 4454 ),214231,(+/- 5777 ),161917,(+/- 4449 ),210296,(+/- 5855 ),170284,(+/- 5897 ),151641,(+/- 5163 ),253197,(+/- 6416 ),218019,(+/- 4600 ),191928,(+/- 4632 ),150527,(+/- 4455 ),172078,(+/- 6028 ),221131,(+/- 4457 ),221353,(+/- 5102 ),211961,(+/- 6274 ),212352,(+/- 5673 ),130054,(+/- 4636 ),195715,(+/- 4262 ),190931,(+/- 5287 ),176702,(+/- 5282 ),110610,(+/- 4626 ),136406,(+/- 4876 ),136674,(+/- 4976 ),134699,(+/- 3998 )
Housing,Mortgage Status,Housing units with a mortgage,113314,(+/- 4541 ),97941,(+/- 4366 ),95231,(+/- 4172 ),136454,(+/- 5593 ),80486,(+/- 4088 ),109451,(+/- 5126 ),113476,(+/- 3885 ),111635,(+/- 5193 ),103299,(+/- 5363 ),106243,(+/- 4898 ),113060,(+/- 4536 ),119532,(+/- 4019 ),101852,(+/- 4107 ),98635,(+/- 3673 ),106337,(+/- 4895 ),120852,(+/- 4957 ),102102,(+/- 3457 ),116363,(+/- 5125 ),102574,(+/- 4580 ),82556,(+/- 4010 ),103485,(+/- 4153 ),107322,(+/- 4333 ),107792,(+/- 4062 ),72573,(+/- 4284 ),80997,(+/- 3980 ),91302,(+/- 4271 ),79047,(+/- 3458 )
Housing,Mortgage Status,Housing units without a mortgage,76597,(+/- 3198 ),90041,(+/- 4241 ),71646,(+/- 3503 ),66991,(+/- 3827 ),55718,(+/- 3401 ),104780,(+/- 4296 ),48441,(+/- 2829 ),98661,(+/- 4135 ),66985,(+/- 3933 ),45398,(+/- 2950 ),140137,(+/- 5007 ),98487,(+/- 3346 ),90076,(+/- 3803 ),51892,(+/- 2894 ),65741,(+/- 3785 ),100279,(+/- 3615 ),119251,(+/- 4117 ),95598,(+/- 4487 ),109778,(+/- 4511 ),47498,(+/- 3096 ),92230,(+/- 3893 ),83609,(+/- 4717 ),68910,(+/- 3918 ),38037,(+/- 2586 ),55409,(+/- 3633 ),45372,(+/- 2999 ),55652,(+/- 2850 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,113314,(+/- 4541 ),97941,(+/- 4366 ),95231,(+/- 4172 ),136454,(+/- 5593 ),80486,(+/- 4088 ),109451,(+/- 5126 ),113476,(+/- 3885 ),111635,(+/- 5193 ),103299,(+/- 5363 ),106243,(+/- 4898 ),113060,(+/- 4536 ),119532,(+/- 4019 ),101852,(+/- 4107 ),98635,(+/- 3673 ),106337,(+/- 4895 ),120852,(+/- 4957 ),102102,(+/- 3457 ),116363,(+/- 5125 ),102574,(+/- 4580 ),82556,(+/- 4010 ),103485,(+/- 4153 ),107322,(+/- 4333 ),107792,(+/- 4062 ),72573,(+/- 4284 ),80997,(+/- 3980 ),91302,(+/- 4271 ),79047,(+/- 3458 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,2005,(+/- 690 ),3680,(+/- 825 ),2050,(+/- 729 ),493,(+/- 283 ),1911,(+/- 659 ),2196,(+/- 758 ),996,(+/- 462 ),2594,(+/- 809 ),2298,(+/- 859 ),1600,(+/- 878 ),5378,(+/- 1075 ),3204,(+/- 828 ),2171,(+/- 616 ),1179,(+/- 379 ),1556,(+/- 559 ),1959,(+/- 636 ),2758,(+/- 878 ),1104,(+/- 515 ),1485,(+/- 887 ),1240,(+/- 518 ),757,(+/- 392 ),582,(+/- 345 ),636,(+/- 364 ),768,(+/- 376 ),992,(+/- 603 ),427,(+/- 287 ),374,(+/- 246 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,32093,(+/- 2370 ),30162,(+/- 3003 ),30759,(+/- 2801 ),22094,(+/- 2443 ),30258,(+/- 2509 ),32717,(+/- 2760 ),20694,(+/- 2519 ),31425,(+/- 2746 ),20635,(+/- 2031 ),20750,(+/- 1939 ),47952,(+/- 3418 ),30183,(+/- 2104 ),21739,(+/- 1902 ),19357,(+/- 1688 ),27287,(+/- 2571 ),23590,(+/- 2625 ),37469,(+/- 3188 ),19572,(+/- 2509 ),19997,(+/- 1737 ),13955,(+/- 1541 ),15346,(+/- 2076 ),14417,(+/- 2047 ),8327,(+/- 1314 ),12887,(+/- 2027 ),12790,(+/- 1693 ),9072,(+/- 1378 ),6334,(+/- 1205 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",41175,(+/- 3667 ),33679,(+/- 3256 ),31479,(+/- 2716 ),41987,(+/- 3392 ),32298,(+/- 2755 ),41760,(+/- 3189 ),35819,(+/- 2517 ),36426,(+/- 3221 ),40972,(+/- 3714 ),36090,(+/- 3002 ),35061,(+/- 2794 ),35988,(+/- 2423 ),36074,(+/- 2796 ),29654,(+/- 2137 ),39988,(+/- 3166 ),39931,(+/- 2907 ),35318,(+/- 2977 ),35964,(+/- 2865 ),29371,(+/- 2926 ),30654,(+/- 2787 ),26310,(+/- 2322 ),22495,(+/- 2204 ),24029,(+/- 2835 ),24566,(+/- 2634 ),24521,(+/- 2559 ),23751,(+/- 2315 ),15540,(+/- 1973 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",20359,(+/- 1952 ),16961,(+/- 2210 ),17490,(+/- 2285 ),33933,(+/- 3471 ),10957,(+/- 1905 ),20244,(+/- 2067 ),28445,(+/- 2486 ),20789,(+/- 2265 ),25142,(+/- 3251 ),24006,(+/- 2677 ),15415,(+/- 2100 ),25720,(+/- 2180 ),19817,(+/- 2167 ),16937,(+/- 1793 ),23461,(+/- 2483 ),27415,(+/- 2309 ),14689,(+/- 1720 ),27951,(+/- 2694 ),21048,(+/- 2294 ),21003,(+/- 2574 ),25010,(+/- 2319 ),22649,(+/- 2355 ),25076,(+/- 2255 ),20221,(+/- 2339 ),20839,(+/- 2624 ),29884,(+/- 2764 ),16225,(+/- 2153 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",9226,(+/- 1355 ),6502,(+/- 1131 ),7656,(+/- 1384 ),17452,(+/- 2506 ),2824,(+/- 1015 ),7554,(+/- 1595 ),14002,(+/- 2145 ),9023,(+/- 1420 ),9186,(+/- 1856 ),10305,(+/- 1920 ),5441,(+/- 1257 ),11009,(+/- 1547 ),9866,(+/- 1375 ),12172,(+/- 1438 ),9059,(+/- 1504 ),12687,(+/- 1849 ),6341,(+/- 1107 ),12256,(+/- 1683 ),11272,(+/- 1581 ),8575,(+/- 1724 ),15974,(+/- 1795 ),18060,(+/- 1965 ),18554,(+/- 2149 ),7398,(+/- 1314 ),10137,(+/- 1874 ),15972,(+/- 1904 ),11351,(+/- 1568 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",3421,(+/- 892 ),3721,(+/- 906 ),3170,(+/- 1336 ),9715,(+/- 1784 ),1366,(+/- 613 ),2086,(+/- 585 ),6250,(+/- 1165 ),4327,(+/- 959 ),3208,(+/- 1009 ),6119,(+/- 1505 ),2747,(+/- 1006 ),6568,(+/- 1311 ),4737,(+/- 969 ),7241,(+/- 1382 ),2220,(+/- 631 ),6364,(+/- 1286 ),2902,(+/- 806 ),8715,(+/- 1714 ),7042,(+/- 1509 ),2759,(+/- 806 ),8138,(+/- 1341 ),11620,(+/- 1738 ),11495,(+/- 1438 ),2442,(+/- 761 ),6306,(+/- 1473 ),6531,(+/- 1037 ),8742,(+/- 1444 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",5035,(+/- 1063 ),3236,(+/- 860 ),2627,(+/- 784 ),10780,(+/- 1454 ),872,(+/- 374 ),2894,(+/- 826 ),7270,(+/- 1223 ),7051,(+/- 1372 ),1858,(+/- 741 ),7373,(+/- 1450 ),1066,(+/- 414 ),6860,(+/- 1317 ),7448,(+/- 1160 ),12095,(+/- 1633 ),2766,(+/- 610 ),8906,(+/- 1174 ),2625,(+/- 785 ),10801,(+/- 1383 ),12359,(+/- 1495 ),4370,(+/- 1409 ),11950,(+/- 1465 ),17499,(+/- 1887 ),19675,(+/- 2099 ),4291,(+/- 991 ),5412,(+/- 1074 ),5665,(+/- 965 ),20481,(+/- 1952 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1256,(+/- 29 ),1208,(+/- 39 ),1220,(+/- 40 ),1547,(+/- 38 ),1098,(+/- 25 ),1219,(+/- 24 ),1489,(+/- 38 ),1295,(+/- 35 ),1348,(+/- 31 ),1426,(+/- 37 ),1037,(+/- 32 ),1356,(+/- 32 ),1375,(+/- 25 ),1483,(+/- 42 ),1286,(+/- 33 ),1433,(+/- 30 ),1135,(+/- 31 ),1524,(+/- 42 ),1509,(+/- 51 ),1431,(+/- 36 ),1662,(+/- 38 ),1863,(+/- 56 ),1907,(+/- 51 ),1463,(+/- 44 ),1548,(+/- 58 ),1686,(+/- 36 ),2046,(+/- 89 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,76597,(+/- 3198 ),90041,(+/- 4241 ),71646,(+/- 3503 ),66991,(+/- 3827 ),55718,(+/- 3401 ),104780,(+/- 4296 ),48441,(+/- 2829 ),98661,(+/- 4135 ),66985,(+/- 3933 ),45398,(+/- 2950 ),140137,(+/- 5007 ),98487,(+/- 3346 ),90076,(+/- 3803 ),51892,(+/- 2894 ),65741,(+/- 3785 ),100279,(+/- 3615 ),119251,(+/- 4117 ),95598,(+/- 4487 ),109778,(+/- 4511 ),47498,(+/- 3096 ),92230,(+/- 3893 ),83609,(+/- 4717 ),68910,(+/- 3918 ),38037,(+/- 2586 ),55409,(+/- 3633 ),45372,(+/- 2999 ),55652,(+/- 2850 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,13595,(+/- 1587 ),25110,(+/- 2341 ),16437,(+/- 1902 ),7211,(+/- 1439 ),13809,(+/- 1648 ),18930,(+/- 2191 ),3411,(+/- 870 ),17692,(+/- 2266 ),11187,(+/- 1864 ),5121,(+/- 1135 ),32423,(+/- 2712 ),19597,(+/- 1813 ),11446,(+/- 1313 ),9131,(+/- 1187 ),13016,(+/- 1559 ),13576,(+/- 1813 ),28175,(+/- 2568 ),9954,(+/- 1479 ),10881,(+/- 1436 ),4121,(+/- 886 ),5501,(+/- 855 ),3678,(+/- 906 ),3119,(+/- 803 ),5773,(+/- 1069 ),6311,(+/- 1318 ),3839,(+/- 1024 ),2627,(+/- 843 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,25081,(+/- 2184 ),29072,(+/- 2266 ),24135,(+/- 2270 ),15228,(+/- 2070 ),20532,(+/- 2430 ),29909,(+/- 2526 ),11489,(+/- 1535 ),27277,(+/- 2633 ),17212,(+/- 2124 ),11709,(+/- 1511 ),48713,(+/- 3494 ),25722,(+/- 2252 ),17899,(+/- 1747 ),13804,(+/- 1865 ),18745,(+/- 1947 ),18895,(+/- 1941 ),31182,(+/- 2248 ),16539,(+/- 1771 ),16564,(+/- 1929 ),10700,(+/- 1690 ),12625,(+/- 1388 ),9941,(+/- 1790 ),7137,(+/- 1254 ),9007,(+/- 1335 ),12652,(+/- 1531 ),7592,(+/- 1252 ),7007,(+/- 1195 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,20984,(+/- 1588 ),21406,(+/- 2282 ),18862,(+/- 2533 ),18567,(+/- 2258 ),15241,(+/- 1262 ),29183,(+/- 2443 ),15772,(+/- 1677 ),28025,(+/- 2395 ),22691,(+/- 2965 ),15504,(+/- 2295 ),38881,(+/- 3081 ),27668,(+/- 1909 ),27003,(+/- 2253 ),12886,(+/- 1900 ),20051,(+/- 2180 ),27774,(+/- 2147 ),32254,(+/- 2501 ),26034,(+/- 2526 ),23495,(+/- 2154 ),14618,(+/- 1864 ),27863,(+/- 2244 ),20005,(+/- 2328 ),17832,(+/- 2052 ),10018,(+/- 1334 ),15546,(+/- 2047 ),12913,(+/- 1840 ),11640,(+/- 1399 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,9349,(+/- 1399 ),8346,(+/- 1401 ),7441,(+/- 1241 ),12334,(+/- 1636 ),4351,(+/- 976 ),15324,(+/- 1708 ),8533,(+/- 1409 ),11753,(+/- 1487 ),9012,(+/- 1736 ),6709,(+/- 1137 ),14571,(+/- 2119 ),15414,(+/- 1822 ),15629,(+/- 1745 ),7388,(+/- 1070 ),8344,(+/- 1189 ),18570,(+/- 1786 ),16298,(+/- 1920 ),20072,(+/- 2515 ),24461,(+/- 2103 ),9370,(+/- 1587 ),20050,(+/- 2064 ),16425,(+/- 2051 ),14830,(+/- 1816 ),6811,(+/- 1393 ),9046,(+/- 1414 ),10743,(+/- 1592 ),9079,(+/- 1393 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,3491,(+/- 732 ),2793,(+/- 869 ),2412,(+/- 776 ),5462,(+/- 978 ),954,(+/- 463 ),5513,(+/- 1337 ),4472,(+/- 977 ),6644,(+/- 1103 ),4668,(+/- 1284 ),2952,(+/- 889 ),4059,(+/- 1127 ),5697,(+/- 1053 ),6894,(+/- 1184 ),3218,(+/- 816 ),3527,(+/- 716 ),9682,(+/- 1478 ),6494,(+/- 1141 ),9628,(+/- 1537 ),12130,(+/- 1709 ),4702,(+/- 1051 ),10401,(+/- 1596 ),11204,(+/- 1519 ),9706,(+/- 1505 ),2997,(+/- 718 ),5560,(+/- 1466 ),4768,(+/- 1028 ),6647,(+/- 1057 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",4097,(+/- 902 ),3314,(+/- 761 ),2359,(+/- 643 ),8189,(+/- 1434 ),831,(+/- 382 ),5921,(+/- 835 ),4764,(+/- 989 ),7270,(+/- 1304 ),2215,(+/- 700 ),3403,(+/- 983 ),1490,(+/- 628 ),4389,(+/- 809 ),11205,(+/- 1175 ),5465,(+/- 1089 ),2058,(+/- 500 ),11782,(+/- 1368 ),4848,(+/- 910 ),13371,(+/- 1698 ),22247,(+/- 2051 ),3987,(+/- 1866 ),15790,(+/- 1494 ),22356,(+/- 2023 ),16286,(+/- 1920 ),3431,(+/- 867 ),6294,(+/- 1491 ),5517,(+/- 1214 ),18652,(+/- 1858 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),398,(+/- 12 ),348,(+/- 12 ),369,(+/- 14 ),503,(+/- 24 ),345,(+/- 12 ),422,(+/- 12 ),509,(+/- 23 ),428,(+/- 14 ),439,(+/- 17 ),481,(+/- 22 ),364,(+/- 9 ),426,(+/- 12 ),512,(+/- 16 ),442,(+/- 23 ),410,(+/- 16 ),531,(+/- 14 ),402,(+/- 14 ),563,(+/- 19 ),634,(+/- 16 ),523,(+/- 28 ),601,(+/- 17 ),685,(+/- 23 ),688,(+/- 27 ),476,(+/- 23 ),506,(+/- 26 ),573,(+/- 29 ),743,(+/- 41 )
Housing,Gross Rent,Occupied units paying rent,91065,(+/- 5050 ),67988,(+/- 4005 ),86718,(+/- 4810 ),90405,(+/- 5035 ),122642,(+/- 5008 ),83055,(+/- 4345 ),115022,(+/- 5188 ),71638,(+/- 4607 ),95071,(+/- 5691 ),128659,(+/- 5391 ),58360,(+/- 4456 ),78404,(+/- 4051 ),110378,(+/- 4484 ),145595,(+/- 5168 ),90783,(+/- 4751 ),86069,(+/- 4411 ),62489,(+/- 4104 ),74997,(+/- 4739 ),87140,(+/- 4724 ),108436,(+/- 4551 ),82599,(+/- 4249 ),109085,(+/- 5333 ),94069,(+/- 3965 ),126921,(+/- 5484 ),100837,(+/- 4832 ),84089,(+/- 4135 ),141830,(+/- 5386 )
Housing,Gross Rent,Less than $500,7076,(+/- 1720 ),8946,(+/- 1664 ),7915,(+/- 1447 ),3016,(+/- 890 ),12151,(+/- 1485 ),4709,(+/- 1152 ),3187,(+/- 977 ),3933,(+/- 958 ),4695,(+/- 1088 ),6039,(+/- 1571 ),4195,(+/- 1127 ),4335,(+/- 935 ),6264,(+/- 1204 ),7546,(+/- 1451 ),2659,(+/- 665 ),4535,(+/- 1003 ),6144,(+/- 1265 ),2283,(+/- 894 ),3358,(+/- 948 ),7220,(+/- 1323 ),2696,(+/- 855 ),3194,(+/- 1140 ),2736,(+/- 1005 ),13433,(+/- 1790 ),7888,(+/- 1571 ),4901,(+/- 1167 ),10266,(+/- 1571 )
