Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,42339,(+/- 2978 ),39942,(+/- 2660 ),48129,(+/- 3024 ),43420,(+/- 2635 ),37029,(+/- 2348 ),40501,(+/- 2844 ),30768,(+/- 2842 ),48479,(+/- 2666 ),43855,(+/- 3191 ),35317,(+/- 3435 ),44965,(+/- 2571 ),42426,(+/- 3905 ),47945,(+/- 4145 ),31901,(+/- 2483 ),37134,(+/- 3426 ),42847,(+/- 3571 ),41563,(+/- 2733 ),38227,(+/- 2923 ),42881,(+/- 2534 ),35285,(+/- 2283 ),41095,(+/- 2449 ),41731,(+/- 2633 ),41365,(+/- 2345 ),39332,(+/- 2400 ),39411,(+/- 2505 ),35874,(+/- 2508 ),46686,(+/- 2930 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,25523,(+/- 2352 ),23564,(+/- 1807 ),24869,(+/- 1699 ),24049,(+/- 2130 ),19659,(+/- 1789 ),18904,(+/- 1730 ),19338,(+/- 1905 ),18127,(+/- 1918 ),27687,(+/- 2589 ),22068,(+/- 2341 ),21573,(+/- 1698 ),20382,(+/- 2758 ),22538,(+/- 3295 ),16009,(+/- 1792 ),16852,(+/- 2166 ),20752,(+/- 2004 ),20830,(+/- 1897 ),22753,(+/- 1990 ),27170,(+/- 2115 ),22754,(+/- 1821 ),26865,(+/- 1853 ),24769,(+/- 1674 ),25262,(+/- 1814 ),25944,(+/- 1985 ),24577,(+/- 2065 ),25829,(+/- 2197 ),28823,(+/- 2355 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,26957,(+/- 2120 ),35300,(+/- 2192 ),36335,(+/- 2105 ),32707,(+/- 2214 ),23654,(+/- 2028 ),27484,(+/- 2239 ),22169,(+/- 2005 ),20851,(+/- 2021 ),21761,(+/- 1837 ),30210,(+/- 2471 ),25690,(+/- 2004 ),28083,(+/- 2879 ),25977,(+/- 2645 ),21711,(+/- 2041 ),13724,(+/- 1488 ),28399,(+/- 2945 ),26630,(+/- 2018 ),23112,(+/- 1611 ),32936,(+/- 2039 ),25508,(+/- 1611 ),30781,(+/- 2090 ),36240,(+/- 2185 ),31773,(+/- 1869 ),30132,(+/- 2036 ),24497,(+/- 1631 ),36513,(+/- 2275 ),31818,(+/- 2185 )
Housing,Value,Owner-occupied units,185791,(+/- 3908 ),175563,(+/- 4429 ),204447,(+/- 3990 ),178420,(+/- 4066 ),123716,(+/- 3725 ),119989,(+/- 3868 ),55435,(+/- 2968 ),97844,(+/- 3802 ),78243,(+/- 3028 ),91471,(+/- 4166 ),153732,(+/- 3926 ),97475,(+/- 4567 ),28803,(+/- 2271 ),74822,(+/- 2976 ),22203,(+/- 2042 ),134358,(+/- 5103 ),161655,(+/- 4281 ),167772,(+/- 3810 ),189950,(+/- 4052 ),166179,(+/- 3493 ),195392,(+/- 3815 ),188374,(+/- 3564 ),186425,(+/- 3811 ),186323,(+/- 3806 ),179733,(+/- 3295 ),177666,(+/- 4079 ),219389,(+/- 4388 )
Housing,Value,"Less than $50,000",2633,(+/- 796 ),3118,(+/- 680 ),1956,(+/- 594 ),1440,(+/- 409 ),3554,(+/- 831 ),2438,(+/- 994 ),1166,(+/- 416 ),2331,(+/- 684 ),740,(+/- 285 ),2056,(+/- 630 ),1286,(+/- 470 ),1071,(+/- 507 ),2890,(+/- 1005 ),1760,(+/- 575 ),2144,(+/- 683 ),10911,(+/- 2512 ),2482,(+/- 726 ),3002,(+/- 599 ),12224,(+/- 1512 ),5499,(+/- 895 ),19187,(+/- 2103 ),16602,(+/- 1757 ),24865,(+/- 2169 ),11862,(+/- 1537 ),7989,(+/- 1101 ),16295,(+/- 1581 ),13789,(+/- 1657 )
Housing,Value,"$50,000 to $99,999",3029,(+/- 806 ),1131,(+/- 354 ),908,(+/- 323 ),1222,(+/- 523 ),1158,(+/- 551 ),1094,(+/- 535 ),479,(+/- 214 ),1056,(+/- 483 ),1498,(+/- 480 ),1719,(+/- 626 ),1153,(+/- 444 ),605,(+/- 364 ),1468,(+/- 674 ),847,(+/- 335 ),1647,(+/- 569 ),3262,(+/- 909 ),3306,(+/- 868 ),4340,(+/- 889 ),21936,(+/- 1928 ),14746,(+/- 1420 ),44882,(+/- 2509 ),54664,(+/- 2697 ),65104,(+/- 2836 ),48963,(+/- 2412 ),32362,(+/- 2637 ),47036,(+/- 2644 ),40658,(+/- 2488 )
Housing,Value,"$100,000 to $149,999",3605,(+/- 1058 ),1825,(+/- 398 ),1493,(+/- 523 ),1876,(+/- 599 ),1989,(+/- 659 ),3868,(+/- 891 ),570,(+/- 374 ),1975,(+/- 737 ),1573,(+/- 479 ),1632,(+/- 687 ),1561,(+/- 514 ),491,(+/- 412 ),793,(+/- 376 ),3030,(+/- 847 ),1008,(+/- 458 ),5993,(+/- 1087 ),3455,(+/- 885 ),9555,(+/- 1357 ),26280,(+/- 2061 ),22088,(+/- 2066 ),39895,(+/- 2588 ),49334,(+/- 2653 ),36369,(+/- 2343 ),48773,(+/- 2869 ),57817,(+/- 2780 ),48948,(+/- 2403 ),52351,(+/- 3072 )
Housing,Value,"$150,000 to $199,999",8143,(+/- 1262 ),3435,(+/- 888 ),4466,(+/- 861 ),3504,(+/- 811 ),1210,(+/- 381 ),7684,(+/- 1218 ),218,(+/- 153 ),2831,(+/- 677 ),2165,(+/- 639 ),459,(+/- 314 ),1901,(+/- 571 ),294,(+/- 252 ),1050,(+/- 621 ),3515,(+/- 833 ),542,(+/- 258 ),5996,(+/- 1160 ),5953,(+/- 1130 ),20949,(+/- 2087 ),32830,(+/- 2529 ),33745,(+/- 2705 ),32985,(+/- 2257 ),33339,(+/- 2673 ),26407,(+/- 1934 ),35766,(+/- 2269 ),37670,(+/- 2086 ),28942,(+/- 1986 ),40813,(+/- 2602 )
Housing,Value,"$200,000 to $299,999",33917,(+/- 2543 ),29047,(+/- 2020 ),11154,(+/- 1813 ),16208,(+/- 1769 ),6934,(+/- 1176 ),17070,(+/- 1621 ),2111,(+/- 597 ),5836,(+/- 1100 ),4223,(+/- 779 ),1868,(+/- 620 ),11964,(+/- 1619 ),2651,(+/- 1020 ),2666,(+/- 797 ),7978,(+/- 1232 ),2257,(+/- 657 ),12619,(+/- 1814 ),17498,(+/- 1665 ),47935,(+/- 3013 ),52090,(+/- 2640 ),48973,(+/- 2786 ),33221,(+/- 2543 ),22167,(+/- 2035 ),20141,(+/- 1632 ),25371,(+/- 1921 ),28903,(+/- 2241 ),22143,(+/- 1793 ),41353,(+/- 2861 )
Housing,Value,"$300,000 to $499,999",87876,(+/- 3861 ),111331,(+/- 3881 ),57757,(+/- 3218 ),84675,(+/- 3688 ),70858,(+/- 3115 ),16369,(+/- 1725 ),11329,(+/- 1366 ),26072,(+/- 2177 ),19386,(+/- 1881 ),8327,(+/- 1731 ),57265,(+/- 3160 ),11779,(+/- 1742 ),6439,(+/- 1252 ),20121,(+/- 1591 ),9695,(+/- 1642 ),39064,(+/- 3158 ),58931,(+/- 2619 ),53809,(+/- 3494 ),32936,(+/- 2233 ),33150,(+/- 1849 ),17904,(+/- 1561 ),8936,(+/- 1213 ),9078,(+/- 1183 ),11388,(+/- 1187 ),11378,(+/- 1137 ),10607,(+/- 1477 ),23314,(+/- 2182 )
Housing,Value,"$500,000 to $999,999",38010,(+/- 2772 ),22856,(+/- 1708 ),95336,(+/- 3166 ),63242,(+/- 2646 ),34728,(+/- 2363 ),62576,(+/- 2999 ),23287,(+/- 1932 ),41002,(+/- 2598 ),32305,(+/- 2068 ),29488,(+/- 2268 ),66338,(+/- 3179 ),31512,(+/- 3325 ),9068,(+/- 1506 ),34167,(+/- 2312 ),4466,(+/- 958 ),39701,(+/- 2456 ),58170,(+/- 2467 ),22940,(+/- 2003 ),9657,(+/- 1206 ),6573,(+/- 1011 ),5407,(+/- 849 ),2687,(+/- 656 ),3812,(+/- 697 ),3146,(+/- 769 ),3121,(+/- 732 ),3166,(+/- 647 ),6186,(+/- 1053 )
Housing,Value,"$1,000,000 or more",8578,(+/- 1352 ),2820,(+/- 757 ),31377,(+/- 2120 ),6253,(+/- 985 ),3285,(+/- 722 ),8890,(+/- 1352 ),16275,(+/- 1592 ),16741,(+/- 1751 ),16353,(+/- 1544 ),45922,(+/- 3762 ),12264,(+/- 1259 ),49072,(+/- 3609 ),4429,(+/- 1099 ),3404,(+/- 759 ),444,(+/- 410 ),16812,(+/- 1329 ),11860,(+/- 1226 ),5242,(+/- 985 ),1997,(+/- 458 ),1405,(+/- 578 ),1911,(+/- 601 ),645,(+/- 281 ),649,(+/- 297 ),1054,(+/- 410 ),493,(+/- 284 ),529,(+/- 248 ),925,(+/- 367 )
Housing,Value,Median (dollars),379700,(+/- 5771 ),372400,(+/- 2992 ),598000,(+/- 9425 ),458000,(+/- 4675 ),439300,(+/- 4860 ),576900,(+/- 12857 ),685000,(+/- 22714 ),570400,(+/- 13993 ),613300,(+/- 18207 ),1003100,(+/- 42540 ),509400,(+/- 13564 ),1007200,(+/- 58675 ),469600,(+/- 45928 ),501700,(+/- 15933 ),388200,(+/- 24429 ),442400,(+/- 13823 ),464400,(+/- 7090 ),296200,(+/- 5246 ),202900,(+/- 4277 ),211800,(+/- 4111 ),141400,(+/- 3977 ),121100,(+/- 2739 ),103800,(+/- 3417 ),131300,(+/- 2644 ),142500,(+/- 2254 ),125400,(+/- 2560 ),152900,(+/- 3449 )
Housing,Mortgage Status,Owner-occupied units,185791,(+/- 3908 ),175563,(+/- 4429 ),204447,(+/- 3990 ),178420,(+/- 4066 ),123716,(+/- 3725 ),119989,(+/- 3868 ),55435,(+/- 2968 ),97844,(+/- 3802 ),78243,(+/- 3028 ),91471,(+/- 4166 ),153732,(+/- 3926 ),97475,(+/- 4567 ),28803,(+/- 2271 ),74822,(+/- 2976 ),22203,(+/- 2042 ),134358,(+/- 5103 ),161655,(+/- 4281 ),167772,(+/- 3810 ),189950,(+/- 4052 ),166179,(+/- 3493 ),195392,(+/- 3815 ),188374,(+/- 3564 ),186425,(+/- 3811 ),186323,(+/- 3806 ),179733,(+/- 3295 ),177666,(+/- 4079 ),219389,(+/- 4388 )
Housing,Mortgage Status,Housing units with a mortgage,123977,(+/- 3636 ),120362,(+/- 4376 ),122872,(+/- 3464 ),114933,(+/- 4239 ),89424,(+/- 3489 ),59661,(+/- 3184 ),35001,(+/- 2185 ),65195,(+/- 3603 ),49104,(+/- 2634 ),47677,(+/- 3700 ),100136,(+/- 3950 ),48172,(+/- 3335 ),15258,(+/- 1571 ),41690,(+/- 2630 ),13872,(+/- 1559 ),85193,(+/- 4185 ),104875,(+/- 3777 ),116072,(+/- 3618 ),109142,(+/- 3815 ),106503,(+/- 3432 ),106163,(+/- 3859 ),103873,(+/- 3392 ),97734,(+/- 3006 ),112476,(+/- 3003 ),117332,(+/- 3311 ),106485,(+/- 3595 ),135210,(+/- 3923 )
Housing,Mortgage Status,Housing units without a mortgage,61814,(+/- 3191 ),55201,(+/- 3138 ),81575,(+/- 3472 ),63487,(+/- 2901 ),34292,(+/- 2900 ),60328,(+/- 3066 ),20434,(+/- 1770 ),32649,(+/- 2385 ),29139,(+/- 2175 ),43794,(+/- 2762 ),53596,(+/- 2949 ),49303,(+/- 3204 ),13545,(+/- 1864 ),33132,(+/- 2068 ),8331,(+/- 1270 ),49165,(+/- 3712 ),56780,(+/- 2872 ),51700,(+/- 2546 ),80808,(+/- 2975 ),59676,(+/- 2776 ),89229,(+/- 3676 ),84501,(+/- 2949 ),88691,(+/- 2689 ),73847,(+/- 3116 ),62401,(+/- 2625 ),71181,(+/- 2976 ),84179,(+/- 2803 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,123977,(+/- 3636 ),120362,(+/- 4376 ),122872,(+/- 3464 ),114933,(+/- 4239 ),89424,(+/- 3489 ),59661,(+/- 3184 ),35001,(+/- 2185 ),65195,(+/- 3603 ),49104,(+/- 2634 ),47677,(+/- 3700 ),100136,(+/- 3950 ),48172,(+/- 3335 ),15258,(+/- 1571 ),41690,(+/- 2630 ),13872,(+/- 1559 ),85193,(+/- 4185 ),104875,(+/- 3777 ),116072,(+/- 3618 ),109142,(+/- 3815 ),106503,(+/- 3432 ),106163,(+/- 3859 ),103873,(+/- 3392 ),97734,(+/- 3006 ),112476,(+/- 3003 ),117332,(+/- 3311 ),106485,(+/- 3595 ),135210,(+/- 3923 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,208,(+/- 178 ),46,(+/- 73 ),469,(+/- 316 ),305,(+/- 227 ),295,(+/- 201 ),756,(+/- 394 ),209,(+/- 174 ),206,(+/- 178 ),388,(+/- 202 ),314,(+/- 345 ),231,(+/- 185 ),629,(+/- 457 ),50,(+/- 57 ),565,(+/- 278 ),259,(+/- 242 ),3881,(+/- 1782 ),395,(+/- 274 ),128,(+/- 154 ),1027,(+/- 379 ),349,(+/- 224 ),2054,(+/- 614 ),1594,(+/- 473 ),3025,(+/- 649 ),1986,(+/- 500 ),1033,(+/- 344 ),2593,(+/- 583 ),1495,(+/- 477 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,2719,(+/- 878 ),1586,(+/- 449 ),3013,(+/- 916 ),1902,(+/- 607 ),2128,(+/- 631 ),5337,(+/- 904 ),1240,(+/- 468 ),2002,(+/- 496 ),2494,(+/- 645 ),1477,(+/- 578 ),3381,(+/- 650 ),1740,(+/- 941 ),1671,(+/- 756 ),2995,(+/- 771 ),997,(+/- 386 ),7197,(+/- 1223 ),3765,(+/- 960 ),2841,(+/- 706 ),16222,(+/- 1684 ),12256,(+/- 1626 ),32261,(+/- 2410 ),33009,(+/- 2543 ),38251,(+/- 2247 ),32146,(+/- 2123 ),26873,(+/- 2275 ),36627,(+/- 2028 ),31511,(+/- 2530 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",8239,(+/- 1366 ),6257,(+/- 1018 ),6385,(+/- 1209 ),4351,(+/- 812 ),5692,(+/- 1126 ),7022,(+/- 1094 ),2546,(+/- 589 ),5240,(+/- 1063 ),4980,(+/- 1044 ),3638,(+/- 1248 ),11434,(+/- 1822 ),4124,(+/- 1179 ),2202,(+/- 653 ),4801,(+/- 1007 ),1006,(+/- 388 ),6761,(+/- 956 ),5032,(+/- 983 ),13396,(+/- 1632 ),29196,(+/- 2241 ),33816,(+/- 2723 ),38522,(+/- 2685 ),40408,(+/- 2161 ),32096,(+/- 2010 ),39710,(+/- 2217 ),46570,(+/- 2706 ),41903,(+/- 2505 ),51974,(+/- 2858 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",18600,(+/- 1669 ),15379,(+/- 1934 ),10566,(+/- 1611 ),10744,(+/- 1614 ),12857,(+/- 1524 ),10406,(+/- 1516 ),4004,(+/- 888 ),7569,(+/- 1147 ),7027,(+/- 1111 ),4264,(+/- 966 ),15301,(+/- 1710 ),5598,(+/- 1642 ),3138,(+/- 813 ),7541,(+/- 1370 ),2100,(+/- 692 ),7325,(+/- 1304 ),10175,(+/- 1509 ),24547,(+/- 2164 ),27033,(+/- 2093 ),28655,(+/- 1959 ),19309,(+/- 1700 ),17208,(+/- 1640 ),14424,(+/- 1388 ),22331,(+/- 1874 ),23124,(+/- 2101 ),15456,(+/- 1870 ),27261,(+/- 2359 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",28057,(+/- 2699 ),27398,(+/- 2505 ),15667,(+/- 1947 ),18425,(+/- 1907 ),22660,(+/- 1792 ),10129,(+/- 1438 ),5506,(+/- 893 ),12372,(+/- 1378 ),8222,(+/- 1030 ),5442,(+/- 1305 ),23046,(+/- 2231 ),5105,(+/- 1297 ),2575,(+/- 808 ),6714,(+/- 1276 ),3263,(+/- 940 ),10449,(+/- 1698 ),14816,(+/- 1537 ),23687,(+/- 2422 ),17502,(+/- 1792 ),15627,(+/- 1864 ),7367,(+/- 1228 ),6931,(+/- 1288 ),4753,(+/- 800 ),7790,(+/- 1021 ),9251,(+/- 1369 ),5470,(+/- 1024 ),10159,(+/- 1366 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",24563,(+/- 2370 ),28123,(+/- 2388 ),20069,(+/- 1902 ),22512,(+/- 2537 ),20888,(+/- 1778 ),8539,(+/- 1047 ),5869,(+/- 1123 ),11559,(+/- 1673 ),8887,(+/- 1202 ),5127,(+/- 1131 ),18340,(+/- 1984 ),6108,(+/- 1224 ),1450,(+/- 626 ),7302,(+/- 1214 ),2945,(+/- 955 ),9281,(+/- 1342 ),16761,(+/- 2009 ),19761,(+/- 1549 ),9160,(+/- 1333 ),8309,(+/- 1373 ),3261,(+/- 749 ),1843,(+/- 523 ),2559,(+/- 580 ),4287,(+/- 736 ),5004,(+/- 881 ),2632,(+/- 590 ),7303,(+/- 1306 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",41591,(+/- 3015 ),41573,(+/- 2646 ),66703,(+/- 3178 ),56694,(+/- 2968 ),24904,(+/- 2429 ),17472,(+/- 1901 ),15627,(+/- 1382 ),26247,(+/- 2356 ),17106,(+/- 1517 ),27415,(+/- 3081 ),28403,(+/- 2595 ),24868,(+/- 2680 ),4172,(+/- 945 ),11772,(+/- 1517 ),3302,(+/- 916 ),40299,(+/- 2767 ),53931,(+/- 3145 ),31712,(+/- 2095 ),9002,(+/- 1203 ),7491,(+/- 1102 ),3389,(+/- 739 ),2880,(+/- 722 ),2626,(+/- 630 ),4226,(+/- 884 ),5477,(+/- 874 ),1804,(+/- 614 ),5507,(+/- 1170 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),2585,(+/- 47 ),2669,(+/- 42 ),3142,(+/- 61 ),2983,(+/- 54 ),2526,(+/- 51 ),2311,(+/- 73 ),2840,(+/- 89 ),2725,(+/- 69 ),2581,(+/- 74 ),3294,(+/- 154 ),2428,(+/- 47 ),3108,(+/- 277 ),2110,(+/- 184 ),2368,(+/- 102 ),2394,(+/- 131 ),2876,(+/- 125 ),3049,(+/- 72 ),2361,(+/- 43 ),1645,(+/- 39 ),1599,(+/- 32 ),1228,(+/- 27 ),1174,(+/- 19 ),1102,(+/- 23 ),1241,(+/- 24 ),1304,(+/- 27 ),1153,(+/- 19 ),1325,(+/- 27 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,61814,(+/- 3191 ),55201,(+/- 3138 ),81575,(+/- 3472 ),63487,(+/- 2901 ),34292,(+/- 2900 ),60328,(+/- 3066 ),20434,(+/- 1770 ),32649,(+/- 2385 ),29139,(+/- 2175 ),43794,(+/- 2762 ),53596,(+/- 2949 ),49303,(+/- 3204 ),13545,(+/- 1864 ),33132,(+/- 2068 ),8331,(+/- 1270 ),49165,(+/- 3712 ),56780,(+/- 2872 ),51700,(+/- 2546 ),80808,(+/- 2975 ),59676,(+/- 2776 ),89229,(+/- 3676 ),84501,(+/- 2949 ),88691,(+/- 2689 ),73847,(+/- 3116 ),62401,(+/- 2625 ),71181,(+/- 2976 ),84179,(+/- 2803 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,581,(+/- 300 ),659,(+/- 314 ),2464,(+/- 775 ),1109,(+/- 436 ),2378,(+/- 723 ),10583,(+/- 1833 ),2837,(+/- 708 ),4204,(+/- 880 ),2819,(+/- 709 ),8028,(+/- 1429 ),2306,(+/- 569 ),9514,(+/- 2227 ),5939,(+/- 1179 ),2794,(+/- 684 ),2728,(+/- 638 ),10413,(+/- 2237 ),2495,(+/- 679 ),779,(+/- 303 ),4992,(+/- 856 ),2866,(+/- 749 ),11012,(+/- 1352 ),9453,(+/- 1256 ),10132,(+/- 1340 ),4551,(+/- 829 ),3145,(+/- 724 ),7375,(+/- 1126 ),5756,(+/- 905 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,1744,(+/- 619 ),1224,(+/- 455 ),1963,(+/- 834 ),1482,(+/- 492 ),1223,(+/- 349 ),4373,(+/- 956 ),1450,(+/- 388 ),2404,(+/- 798 ),1513,(+/- 480 ),1895,(+/- 724 ),1669,(+/- 499 ),3879,(+/- 1136 ),1785,(+/- 978 ),1440,(+/- 593 ),339,(+/- 214 ),1764,(+/- 587 ),1337,(+/- 474 ),1737,(+/- 663 ),12010,(+/- 1351 ),9130,(+/- 1218 ),24460,(+/- 2098 ),19678,(+/- 1980 ),23040,(+/- 1653 ),17755,(+/- 1605 ),10414,(+/- 1209 ),18649,(+/- 1649 ),15390,(+/- 1623 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,4955,(+/- 1115 ),2200,(+/- 571 ),4864,(+/- 1004 ),2947,(+/- 762 ),4936,(+/- 841 ),6576,(+/- 1158 ),2083,(+/- 564 ),4456,(+/- 936 ),3936,(+/- 994 ),4057,(+/- 1044 ),7297,(+/- 1116 ),3202,(+/- 1091 ),1206,(+/- 548 ),2791,(+/- 672 ),919,(+/- 490 ),2883,(+/- 915 ),2133,(+/- 622 ),7235,(+/- 1276 ),24375,(+/- 1741 ),18868,(+/- 1900 ),30358,(+/- 2373 ),29474,(+/- 2328 ),30495,(+/- 1797 ),25238,(+/- 2156 ),20133,(+/- 1989 ),25729,(+/- 1885 ),30441,(+/- 2140 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,8296,(+/- 1479 ),5015,(+/- 977 ),5371,(+/- 803 ),4394,(+/- 871 ),7865,(+/- 1164 ),9291,(+/- 1134 ),3967,(+/- 785 ),6234,(+/- 1070 ),6071,(+/- 948 ),5346,(+/- 1100 ),13538,(+/- 1599 ),3732,(+/- 1064 ),760,(+/- 399 ),7425,(+/- 1113 ),1776,(+/- 616 ),4038,(+/- 806 ),3644,(+/- 843 ),9085,(+/- 1199 ),17516,(+/- 1727 ),14713,(+/- 1563 ),13452,(+/- 1419 ),15198,(+/- 1466 ),13935,(+/- 1243 ),13621,(+/- 1461 ),15131,(+/- 1712 ),11869,(+/- 1461 ),18461,(+/- 1893 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,12111,(+/- 1478 ),8947,(+/- 1342 ),9074,(+/- 1112 ),6002,(+/- 1046 ),7260,(+/- 1130 ),12382,(+/- 1436 ),3753,(+/- 819 ),5624,(+/- 1073 ),6657,(+/- 888 ),4609,(+/- 888 ),12687,(+/- 1503 ),4399,(+/- 956 ),1071,(+/- 511 ),9069,(+/- 1418 ),1113,(+/- 474 ),5011,(+/- 1097 ),5467,(+/- 880 ),9851,(+/- 1292 ),10858,(+/- 1252 ),6471,(+/- 1033 ),5597,(+/- 940 ),6348,(+/- 1019 ),6300,(+/- 1072 ),6067,(+/- 856 ),8495,(+/- 1309 ),4640,(+/- 919 ),7759,(+/- 1213 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",34127,(+/- 2490 ),37156,(+/- 2526 ),57839,(+/- 2961 ),47553,(+/- 2418 ),10630,(+/- 1399 ),17123,(+/- 1605 ),6344,(+/- 1053 ),9727,(+/- 1551 ),8143,(+/- 1006 ),19859,(+/- 2288 ),16099,(+/- 1705 ),24577,(+/- 2494 ),2784,(+/- 903 ),9613,(+/- 1365 ),1456,(+/- 538 ),25056,(+/- 2133 ),41704,(+/- 2593 ),23013,(+/- 1816 ),11057,(+/- 1212 ),7628,(+/- 1216 ),4350,(+/- 889 ),4350,(+/- 757 ),4789,(+/- 775 ),6615,(+/- 1099 ),5083,(+/- 919 ),2919,(+/- 673 ),6372,(+/- 1116 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1059,(+/- 29 ),1139,(+/- 25 ),1328,(+/- 38 ),1263,(+/- 33 ),824,(+/- 24 ),803,(+/- 23 ),802,(+/- 42 ),779,(+/- 51 ),809,(+/- 30 ),923,(+/- 79 ),833,(+/- 21 ),1008,(+/- 63 ),386,(+/- 87 ),849,(+/- 25 ),654,(+/- 54 ),1058,(+/- 102 ),1344,(+/- 36 ),946,(+/- 25 ),591,(+/- 17 ),590,(+/- 18 ),450,(+/- 9 ),482,(+/- 12 ),469,(+/- 10 ),515,(+/- 14 ),574,(+/- 19 ),464,(+/- 11 ),536,(+/- 13 )
Housing,Gross Rent,Occupied units paying rent,49986,(+/- 2805 ),39269,(+/- 3024 ),40292,(+/- 2783 ),49456,(+/- 3698 ),96328,(+/- 3997 ),138542,(+/- 4819 ),196274,(+/- 5420 ),183085,(+/- 5318 ),190392,(+/- 5664 ),204370,(+/- 6961 ),100718,(+/- 4438 ),256160,(+/- 7868 ),257569,(+/- 7506 ),155041,(+/- 5706 ),224775,(+/- 5256 ),127659,(+/- 4895 ),77918,(+/- 3223 ),75696,(+/- 3564 ),66373,(+/- 3065 ),110653,(+/- 3959 ),75831,(+/- 3928 ),76688,(+/- 3561 ),80314,(+/- 3209 ),87945,(+/- 3996 ),106509,(+/- 3512 ),117037,(+/- 4591 ),62909,(+/- 3709 )
Housing,Gross Rent,Less than $500,1878,(+/- 779 ),2773,(+/- 899 ),1877,(+/- 613 ),3619,(+/- 789 ),10072,(+/- 1792 ),3837,(+/- 1006 ),27459,(+/- 2217 ),33750,(+/- 2701 ),14184,(+/- 1941 ),9688,(+/- 1702 ),8363,(+/- 1490 ),16256,(+/- 2141 ),43653,(+/- 3373 ),7338,(+/- 1230 ),45762,(+/- 3104 ),13697,(+/- 1795 ),4954,(+/- 1085 ),4093,(+/- 1141 ),6984,(+/- 1283 ),10709,(+/- 1578 ),10460,(+/- 1443 ),15225,(+/- 1912 ),15486,(+/- 1520 ),11346,(+/- 1413 ),12415,(+/- 1653 ),21029,(+/- 2275 ),10650,(+/- 1732 )
Housing,Gross Rent,$500 to $999,5319,(+/- 1363 ),3437,(+/- 1103 ),3426,(+/- 985 ),5095,(+/- 972 ),18621,(+/- 2384 ),17244,(+/- 1976 ),35399,(+/- 3190 ),34720,(+/- 3024 ),31527,(+/- 2487 ),26693,(+/- 3057 ),15350,(+/- 2274 ),24936,(+/- 2844 ),64511,(+/- 4712 ),19486,(+/- 2078 ),56762,(+/- 3993 ),20887,(+/- 2269 ),8212,(+/- 1395 ),20515,(+/- 2300 ),34607,(+/- 2737 ),53569,(+/- 3868 ),42799,(+/- 2949 ),47911,(+/- 3265 ),48034,(+/- 2884 ),56609,(+/- 3280 ),62196,(+/- 3147 ),76236,(+/- 4327 ),37855,(+/- 3139 )
